Chronic_disease,ICD_Code,ICD_Version
Mental Health Conditions,F84,ICD10
Mental Health Conditions,F90,ICD10
Mental Health Conditions,F91,ICD10
Mental Health Conditions,F93,ICD10
Mental Health Conditions,F94,ICD10
Mental Health Conditions,F95,ICD10
Mental Health Conditions,F98,ICD10
Back Pain,M45,ICD10
Back Pain,M46,ICD10
Back Pain,M47,ICD10
Back Pain,M48,ICD10
Back Pain,M49,ICD10
Arthritis,M05,ICD10
Arthritis,M06,ICD10
Arthritis,M08,ICD10
Arthritis,M12,ICD10
Arthritis,M13,ICD10
Arthritis,M15,ICD10
Arthritis,M16,ICD10
Arthritis,M17,ICD10
Arthritis,M18,ICD10
Arthritis,M19,ICD10
Gout,M10,ICD10
Gout,M1A,ICD10
Chronic Kidney Disease,N18,ICD10
Chronic Kidney Disease,O10,ICD10
Cancer,19881,ICD9
Cancer,19882,ICD9
Cancer,19889,ICD9
Cancer,20290,ICD9
Cancer,20291,ICD9
Cancer,20292,ICD9
Cancer,20293,ICD9
Cancer,20294,ICD9
Cancer,20295,ICD9
Cancer,20296,ICD9
Cancer,20297,ICD9
Cancer,20298,ICD9
Diabetes,64801,ICD9
Diabetes,64803,ICD9
Diabetes,64800,ICD9
Diabetes,64804,ICD9
Diabetes,64802,ICD9
Diabetes,24920,ICD9
Diabetes,24910,ICD9
Diabetes,24930,ICD9
Diabetes,24940,ICD9
Diabetes,58181,ICD9
Diabetes,24950,ICD9
Diabetes,36201,ICD9
Diabetes,36207,ICD9
Diabetes,36202,ICD9
Diabetes,36641,ICD9
Diabetes,24960,ICD9
Diabetes,34989,ICD9
Diabetes,24970,ICD9
Diabetes,44381,ICD9
Diabetes,24980,ICD9
Diabetes,71680,ICD9
Diabetes,24990,ICD9
Diabetes,24900,ICD9
Diabetes,58381,ICD9
Diabetes,25011,ICD9
Diabetes,25031,ICD9
Diabetes,25041,ICD9
Diabetes,25051,ICD9
Diabetes,36204,ICD9
Diabetes,36205,ICD9
Diabetes,36206,ICD9
Diabetes,25061,ICD9
Diabetes,25071,ICD9
Diabetes,25081,ICD9
Diabetes,25091,ICD9
Diabetes,25001,ICD9
Diabetes,25020,ICD9
Diabetes,25040,ICD9
Diabetes,25050,ICD9
Diabetes,25060,ICD9
Diabetes,25070,ICD9
Diabetes,25080,ICD9
Diabetes,25030,ICD9
Diabetes,25090,ICD9
Diabetes,25000,ICD9
Diabetes,25010,ICD9
Cardiovascular Disease,39891,ICD9
Cardiovascular Disease,39899,ICD9
Cardiovascular Disease,39890,ICD9
Cardiovascular Disease,40201,ICD9
Cardiovascular Disease,40211,ICD9
Cardiovascular Disease,40291,ICD9
Cardiovascular Disease,40200,ICD9
Cardiovascular Disease,40210,ICD9
Cardiovascular Disease,40290,ICD9
Cardiovascular Disease,40301,ICD9
Cardiovascular Disease,40311,ICD9
Cardiovascular Disease,40391,ICD9
Cardiovascular Disease,40300,ICD9
Cardiovascular Disease,40310,ICD9
Cardiovascular Disease,40390,ICD9
Cardiovascular Disease,40401,ICD9
Cardiovascular Disease,40411,ICD9
Cardiovascular Disease,40491,ICD9
Cardiovascular Disease,40400,ICD9
Cardiovascular Disease,40410,ICD9
Cardiovascular Disease,40490,ICD9
Cardiovascular Disease,40402,ICD9
Cardiovascular Disease,40412,ICD9
Cardiovascular Disease,40492,ICD9
Cardiovascular Disease,40403,ICD9
Cardiovascular Disease,40413,ICD9
Cardiovascular Disease,40493,ICD9
Cardiovascular Disease,40501,ICD9
Cardiovascular Disease,40511,ICD9
Cardiovascular Disease,40591,ICD9
Cardiovascular Disease,40599,ICD9
Cardiovascular Disease,40509,ICD9
Cardiovascular Disease,40519,ICD9
Cardiovascular Disease,41011,ICD9
Cardiovascular Disease,41001,ICD9
Cardiovascular Disease,41031,ICD9
Cardiovascular Disease,41021,ICD9
Cardiovascular Disease,41041,ICD9
Cardiovascular Disease,41081,ICD9
Cardiovascular Disease,41051,ICD9
Cardiovascular Disease,41061,ICD9
Cardiovascular Disease,41091,ICD9
Cardiovascular Disease,41071,ICD9
Cardiovascular Disease,42979,ICD9
Cardiovascular Disease,42971,ICD9
Cardiovascular Disease,41181,ICD9
Cardiovascular Disease,41189,ICD9
Cardiovascular Disease,41401,ICD9
Cardiovascular Disease,41410,ICD9
Cardiovascular Disease,41419,ICD9
Cardiovascular Disease,41411,ICD9
Cardiovascular Disease,41412,ICD9
Cardiovascular Disease,41405,ICD9
Cardiovascular Disease,41402,ICD9
Cardiovascular Disease,41404,ICD9
Cardiovascular Disease,41403,ICD9
Cardiovascular Disease,41406,ICD9
Cardiovascular Disease,41407,ICD9
Cardiovascular Disease,42490,ICD9
Cardiovascular Disease,42499,ICD9
Cardiovascular Disease,42491,ICD9
Cardiovascular Disease,42511,ICD9
Cardiovascular Disease,42518,ICD9
Cardiovascular Disease,42611,ICD9
Cardiovascular Disease,42612,ICD9
Cardiovascular Disease,42613,ICD9
Cardiovascular Disease,42610,ICD9
Cardiovascular Disease,42650,ICD9
Cardiovascular Disease,42651,ICD9
Cardiovascular Disease,42652,ICD9
Cardiovascular Disease,42653,ICD9
Cardiovascular Disease,42654,ICD9
Cardiovascular Disease,42681,ICD9
Cardiovascular Disease,42682,ICD9
Cardiovascular Disease,42689,ICD9
Cardiovascular Disease,42731,ICD9
Cardiovascular Disease,42732,ICD9
Cardiovascular Disease,42741,ICD9
Cardiovascular Disease,42742,ICD9
Cardiovascular Disease,42761,ICD9
Cardiovascular Disease,42769,ICD9
Cardiovascular Disease,42760,ICD9
Cardiovascular Disease,42781,ICD9
Cardiovascular Disease,42789,ICD9
Cardiovascular Disease,42820,ICD9
Cardiovascular Disease,42821,ICD9
Cardiovascular Disease,42822,ICD9
Cardiovascular Disease,42823,ICD9
Cardiovascular Disease,42830,ICD9
Cardiovascular Disease,42831,ICD9
Cardiovascular Disease,42832,ICD9
Cardiovascular Disease,42833,ICD9
Cardiovascular Disease,42840,ICD9
Cardiovascular Disease,42841,ICD9
Cardiovascular Disease,42842,ICD9
Cardiovascular Disease,42843,ICD9
Cardiovascular Disease,42983,ICD9
Cardiovascular Disease,42981,ICD9
Cardiovascular Disease,42982,ICD9
Cardiovascular Disease,42989,ICD9
Cardiovascular Disease,43391,ICD9
Cardiovascular Disease,43321,ICD9
Cardiovascular Disease,43301,ICD9
Cardiovascular Disease,43311,ICD9
Cardiovascular Disease,43381,ICD9
Cardiovascular Disease,43401,ICD9
Cardiovascular Disease,43411,ICD9
Cardiovascular Disease,43491,ICD9
Cardiovascular Disease,43331,ICD9
Cardiovascular Disease,43320,ICD9
Cardiovascular Disease,43300,ICD9
Cardiovascular Disease,43310,ICD9
Cardiovascular Disease,43380,ICD9
Cardiovascular Disease,43390,ICD9
Cardiovascular Disease,43400,ICD9
Cardiovascular Disease,43410,ICD9
Cardiovascular Disease,43490,ICD9
Cardiovascular Disease,44329,ICD9
Cardiovascular Disease,34839,ICD9
Cardiovascular Disease,43811,ICD9
Cardiovascular Disease,43812,ICD9
Cardiovascular Disease,43813,ICD9
Cardiovascular Disease,43814,ICD9
Cardiovascular Disease,43819,ICD9
Cardiovascular Disease,43831,ICD9
Cardiovascular Disease,43832,ICD9
Cardiovascular Disease,43830,ICD9
Cardiovascular Disease,43841,ICD9
Cardiovascular Disease,43842,ICD9
Cardiovascular Disease,43840,ICD9
Cardiovascular Disease,43821,ICD9
Cardiovascular Disease,43822,ICD9
Cardiovascular Disease,43820,ICD9
Cardiovascular Disease,43851,ICD9
Cardiovascular Disease,43852,ICD9
Cardiovascular Disease,43853,ICD9
Cardiovascular Disease,43850,ICD9
Cardiovascular Disease,43881,ICD9
Cardiovascular Disease,43882,ICD9
Cardiovascular Disease,43883,ICD9
Cardiovascular Disease,43884,ICD9
Cardiovascular Disease,43889,ICD9
Cardiovascular Disease,43810,ICD9
Cardiovascular Disease,44020,ICD9
Cardiovascular Disease,44021,ICD9
Cardiovascular Disease,44022,ICD9
Cardiovascular Disease,44023,ICD9
Cardiovascular Disease,70711,ICD9
Cardiovascular Disease,70712,ICD9
Cardiovascular Disease,70713,ICD9
Cardiovascular Disease,70714,ICD9
Cardiovascular Disease,70715,ICD9
Cardiovascular Disease,70719,ICD9
Cardiovascular Disease,44024,ICD9
Cardiovascular Disease,44029,ICD9
Cardiovascular Disease,44030,ICD9
Cardiovascular Disease,44031,ICD9
Cardiovascular Disease,44032,ICD9
Cardiovascular Disease,44100,ICD9
Cardiovascular Disease,44101,ICD9
Cardiovascular Disease,44102,ICD9
Cardiovascular Disease,44103,ICD9
Cardiovascular Disease,44281,ICD9
Cardiovascular Disease,44282,ICD9
Cardiovascular Disease,44283,ICD9
Cardiovascular Disease,44289,ICD9
Cardiovascular Disease,44382,ICD9
Cardiovascular Disease,44389,ICD9
Cardiovascular Disease,44401,ICD9
Cardiovascular Disease,44409,ICD9
Cardiovascular Disease,44421,ICD9
Cardiovascular Disease,44422,ICD9
Cardiovascular Disease,44481,ICD9
Cardiovascular Disease,44489,ICD9
Cardiovascular Disease,44501,ICD9
Cardiovascular Disease,44502,ICD9
Cardiovascular Disease,44581,ICD9
Cardiovascular Disease,44589,ICD9
Cardiovascular Disease,44321,ICD9
Cardiovascular Disease,44322,ICD9
Cardiovascular Disease,44323,ICD9
Cardiovascular Disease,44324,ICD9
Cardiovascular Disease,44771,ICD9
Cardiovascular Disease,44772,ICD9
Cardiovascular Disease,44773,ICD9
Cardiovascular Disease,44770,ICD9
Cardiovascular Disease,44381,ICD9
Cardiovascular Disease,45377,ICD9
Cardiovascular Disease,45350,ICD9
Cardiovascular Disease,45351,ICD9
Cardiovascular Disease,45352,ICD9
Cardiovascular Disease,45373,ICD9
Cardiovascular Disease,45371,ICD9
Cardiovascular Disease,45372,ICD9
Cardiovascular Disease,45379,ICD9
Cardiovascular Disease,45374,ICD9
Cardiovascular Disease,45375,ICD9
Cardiovascular Disease,45376,ICD9
Cardiovascular Disease,45621,ICD9
Cardiovascular Disease,45620,ICD9
Cardiovascular Disease,45910,ICD9
Cardiovascular Disease,45911,ICD9
Cardiovascular Disease,45912,ICD9
Cardiovascular Disease,45913,ICD9
Cardiovascular Disease,45919,ICD9
Cardiovascular Disease,45930,ICD9
Cardiovascular Disease,45931,ICD9
Cardiovascular Disease,45932,ICD9
Cardiovascular Disease,45933,ICD9
Cardiovascular Disease,45939,ICD9
Cardiovascular Disease,45821,ICD9
Chronic Obstructive Pulmonary Disease,49122,ICD9
Chronic Obstructive Pulmonary Disease,49321,ICD9
Chronic Obstructive Pulmonary Disease,49121,ICD9
Chronic Obstructive Pulmonary Disease,49322,ICD9
Chronic Obstructive Pulmonary Disease,49120,ICD9
Chronic Obstructive Pulmonary Disease,49320,ICD9
Chronic Obstructive Pulmonary Disease,41512,ICD9
Chronic Obstructive Pulmonary Disease,41513,ICD9
Chronic Obstructive Pulmonary Disease,41519,ICD9
Asthma,49300,ICD9
Asthma,49310,ICD9
Asthma,49302,ICD9
Asthma,49312,ICD9
Asthma,49301,ICD9
Asthma,49311,ICD9
Asthma,49392,ICD9
Asthma,49391,ICD9
Asthma,49390,ICD9
Asthma,49381,ICD9
Asthma,49382,ICD9
Mental Health Conditions,29040,ICD9
Mental Health Conditions,29041,ICD9
Mental Health Conditions,29410,ICD9
Mental Health Conditions,29411,ICD9
Mental Health Conditions,29010,ICD9
Mental Health Conditions,29011,ICD9
Mental Health Conditions,29013,ICD9
Mental Health Conditions,29021,ICD9
Mental Health Conditions,29420,ICD9
Mental Health Conditions,29421,ICD9
Mental Health Conditions,29382,ICD9
Mental Health Conditions,29389,ICD9
Mental Health Conditions,31089,ICD9
Mental Health Conditions,30500,ICD9
Mental Health Conditions,30501,ICD9
Mental Health Conditions,30502,ICD9
Mental Health Conditions,30503,ICD9
Mental Health Conditions,29189,ICD9
Mental Health Conditions,29182,ICD9
Mental Health Conditions,30390,ICD9
Mental Health Conditions,30391,ICD9
Mental Health Conditions,30392,ICD9
Mental Health Conditions,30393,ICD9
Mental Health Conditions,30300,ICD9
Mental Health Conditions,30301,ICD9
Mental Health Conditions,30302,ICD9
Mental Health Conditions,30303,ICD9
Mental Health Conditions,29181,ICD9
Mental Health Conditions,30550,ICD9
Mental Health Conditions,30551,ICD9
Mental Health Conditions,30552,ICD9
Mental Health Conditions,30553,ICD9
Mental Health Conditions,29281,ICD9
Mental Health Conditions,29282,ICD9
Mental Health Conditions,29284,ICD9
Mental Health Conditions,29211,ICD9
Mental Health Conditions,29212,ICD9
Mental Health Conditions,29289,ICD9
Mental Health Conditions,29285,ICD9
Mental Health Conditions,30400,ICD9
Mental Health Conditions,30401,ICD9
Mental Health Conditions,30402,ICD9
Mental Health Conditions,30403,ICD9
Mental Health Conditions,30520,ICD9
Mental Health Conditions,30521,ICD9
Mental Health Conditions,30522,ICD9
Mental Health Conditions,30523,ICD9
Mental Health Conditions,30430,ICD9
Mental Health Conditions,30431,ICD9
Mental Health Conditions,30432,ICD9
Mental Health Conditions,30433,ICD9
Mental Health Conditions,30540,ICD9
Mental Health Conditions,30541,ICD9
Mental Health Conditions,30542,ICD9
Mental Health Conditions,30543,ICD9
Mental Health Conditions,30410,ICD9
Mental Health Conditions,30411,ICD9
Mental Health Conditions,30412,ICD9
Mental Health Conditions,30413,ICD9
Mental Health Conditions,29283,ICD9
Mental Health Conditions,30560,ICD9
Mental Health Conditions,30561,ICD9
Mental Health Conditions,30562,ICD9
Mental Health Conditions,30563,ICD9
Mental Health Conditions,30420,ICD9
Mental Health Conditions,30421,ICD9
Mental Health Conditions,30422,ICD9
Mental Health Conditions,30423,ICD9
Mental Health Conditions,30570,ICD9
Mental Health Conditions,30571,ICD9
Mental Health Conditions,30572,ICD9
Mental Health Conditions,30573,ICD9
Mental Health Conditions,30440,ICD9
Mental Health Conditions,30441,ICD9
Mental Health Conditions,30442,ICD9
Mental Health Conditions,30443,ICD9
Mental Health Conditions,30530,ICD9
Mental Health Conditions,30531,ICD9
Mental Health Conditions,30532,ICD9
Mental Health Conditions,30533,ICD9
Mental Health Conditions,30450,ICD9
Mental Health Conditions,30451,ICD9
Mental Health Conditions,30452,ICD9
Mental Health Conditions,30453,ICD9
Mental Health Conditions,30590,ICD9
Mental Health Conditions,30591,ICD9
Mental Health Conditions,30592,ICD9
Mental Health Conditions,30593,ICD9
Mental Health Conditions,30460,ICD9
Mental Health Conditions,30463,ICD9
Mental Health Conditions,30580,ICD9
Mental Health Conditions,30581,ICD9
Mental Health Conditions,30582,ICD9
Mental Health Conditions,30583,ICD9
Mental Health Conditions,30461,ICD9
Mental Health Conditions,30462,ICD9
Mental Health Conditions,29530,ICD9
Mental Health Conditions,29510,ICD9
Mental Health Conditions,29520,ICD9
Mental Health Conditions,29590,ICD9
Mental Health Conditions,29560,ICD9
Mental Health Conditions,29540,ICD9
Mental Health Conditions,29580,ICD9
Mental Health Conditions,30122,ICD9
Mental Health Conditions,29570,ICD9
Mental Health Conditions,29600,ICD9
Mental Health Conditions,29601,ICD9
Mental Health Conditions,29602,ICD9
Mental Health Conditions,29603,ICD9
Mental Health Conditions,29604,ICD9
Mental Health Conditions,29605,ICD9
Mental Health Conditions,29606,ICD9
Mental Health Conditions,29681,ICD9
Mental Health Conditions,29640,ICD9
Mental Health Conditions,29641,ICD9
Mental Health Conditions,29642,ICD9
Mental Health Conditions,29643,ICD9
Mental Health Conditions,29644,ICD9
Mental Health Conditions,29650,ICD9
Mental Health Conditions,29651,ICD9
Mental Health Conditions,29652,ICD9
Mental Health Conditions,29653,ICD9
Mental Health Conditions,29654,ICD9
Mental Health Conditions,29660,ICD9
Mental Health Conditions,29661,ICD9
Mental Health Conditions,29662,ICD9
Mental Health Conditions,29663,ICD9
Mental Health Conditions,29664,ICD9
Mental Health Conditions,29645,ICD9
Mental Health Conditions,29646,ICD9
Mental Health Conditions,29655,ICD9
Mental Health Conditions,29656,ICD9
Mental Health Conditions,29665,ICD9
Mental Health Conditions,29666,ICD9
Mental Health Conditions,29689,ICD9
Mental Health Conditions,29680,ICD9
Mental Health Conditions,29621,ICD9
Mental Health Conditions,29622,ICD9
Mental Health Conditions,29623,ICD9
Mental Health Conditions,29624,ICD9
Mental Health Conditions,29625,ICD9
Mental Health Conditions,29626,ICD9
Mental Health Conditions,29682,ICD9
Mental Health Conditions,29620,ICD9
Mental Health Conditions,29631,ICD9
Mental Health Conditions,29632,ICD9
Mental Health Conditions,29633,ICD9
Mental Health Conditions,29634,ICD9
Mental Health Conditions,29630,ICD9
Mental Health Conditions,29635,ICD9
Mental Health Conditions,29636,ICD9
Mental Health Conditions,29699,ICD9
Mental Health Conditions,30110,ICD9
Mental Health Conditions,30113,ICD9
Mental Health Conditions,30112,ICD9
Mental Health Conditions,29690,ICD9
Mental Health Conditions,30022,ICD9
Mental Health Conditions,30021,ICD9
Mental Health Conditions,30023,ICD9
Mental Health Conditions,30029,ICD9
Mental Health Conditions,30020,ICD9
Mental Health Conditions,30001,ICD9
Mental Health Conditions,30002,ICD9
Mental Health Conditions,30009,ICD9
Mental Health Conditions,30000,ICD9
Mental Health Conditions,30981,ICD9
Mental Health Conditions,30924,ICD9
Mental Health Conditions,30928,ICD9
Mental Health Conditions,30929,ICD9
Mental Health Conditions,30989,ICD9
Mental Health Conditions,30012,ICD9
Mental Health Conditions,30013,ICD9
Mental Health Conditions,30019,ICD9
Mental Health Conditions,30011,ICD9
Mental Health Conditions,30014,ICD9
Mental Health Conditions,30016,ICD9
Mental Health Conditions,30015,ICD9
Mental Health Conditions,30081,ICD9
Mental Health Conditions,30082,ICD9
Mental Health Conditions,30780,ICD9
Mental Health Conditions,30789,ICD9
Mental Health Conditions,30089,ICD9
Mental Health Conditions,30650,ICD9
Mental Health Conditions,30652,ICD9
Mental Health Conditions,30653,ICD9
Mental Health Conditions,30659,ICD9
Mental Health Conditions,31081,ICD9
Mental Health Conditions,30751,ICD9
Mental Health Conditions,30754,ICD9
Mental Health Conditions,30759,ICD9
Mental Health Conditions,30750,ICD9
Mental Health Conditions,30742,ICD9
Mental Health Conditions,32702,ICD9
Mental Health Conditions,30741,ICD9
Mental Health Conditions,30744,ICD9
Mental Health Conditions,32715,ICD9
Mental Health Conditions,32719,ICD9
Mental Health Conditions,30746,ICD9
Mental Health Conditions,30747,ICD9
Mental Health Conditions,30749,ICD9
Mental Health Conditions,30740,ICD9
Mental Health Conditions,30271,ICD9
Mental Health Conditions,30279,ICD9
Mental Health Conditions,30272,ICD9
Mental Health Conditions,30273,ICD9
Mental Health Conditions,30274,ICD9
Mental Health Conditions,30275,ICD9
Mental Health Conditions,30651,ICD9
Mental Health Conditions,30276,ICD9
Mental Health Conditions,30270,ICD9
Mental Health Conditions,30120,ICD9
Mental Health Conditions,30183,ICD9
Mental Health Conditions,30150,ICD9
Mental Health Conditions,30159,ICD9
Mental Health Conditions,30182,ICD9
Mental Health Conditions,30181,ICD9
Mental Health Conditions,30184,ICD9
Mental Health Conditions,30189,ICD9
Mental Health Conditions,31231,ICD9
Mental Health Conditions,31233,ICD9
Mental Health Conditions,31232,ICD9
Mental Health Conditions,31239,ICD9
Mental Health Conditions,31234,ICD9
Mental Health Conditions,31235,ICD9
Mental Health Conditions,31230,ICD9
Mental Health Conditions,30250,ICD9
Mental Health Conditions,30285,ICD9
Mental Health Conditions,30281,ICD9
Mental Health Conditions,30282,ICD9
Mental Health Conditions,30284,ICD9
Mental Health Conditions,30283,ICD9
Mental Health Conditions,30289,ICD9
Mental Health Conditions,30151,ICD9
Mental Health Conditions,31539,ICD9
Mental Health Conditions,31531,ICD9
Mental Health Conditions,31532,ICD9
Mental Health Conditions,31534,ICD9
Mental Health Conditions,31535,ICD9
Mental Health Conditions,31500,ICD9
Mental Health Conditions,31502,ICD9
Mental Health Conditions,31509,ICD9
Mental Health Conditions,29900,ICD9
Mental Health Conditions,29901,ICD9
Mental Health Conditions,29910,ICD9
Mental Health Conditions,29980,ICD9
Mental Health Conditions,29981,ICD9
Mental Health Conditions,29990,ICD9
Mental Health Conditions,31401,ICD9
Mental Health Conditions,31400,ICD9
Mental Health Conditions,31289,ICD9
Mental Health Conditions,31200,ICD9
Mental Health Conditions,31281,ICD9
Mental Health Conditions,31220,ICD9
Mental Health Conditions,31282,ICD9
Mental Health Conditions,31381,ICD9
Mental Health Conditions,31210,ICD9
Mental Health Conditions,30921,ICD9
Mental Health Conditions,31382,ICD9
Mental Health Conditions,31389,ICD9
Mental Health Conditions,31323,ICD9
Mental Health Conditions,30721,ICD9
Mental Health Conditions,30722,ICD9
Mental Health Conditions,30723,ICD9
Mental Health Conditions,30720,ICD9
Mental Health Conditions,30753,ICD9
Mental Health Conditions,30752,ICD9
Back Pain,73028,ICD9
Back Pain,73098,ICD9
Back Pain,72290,ICD9
Back Pain,72291,ICD9
Back Pain,72292,ICD9
Back Pain,72293,ICD9
Back Pain,72089,ICD9
Back Pain,72191,ICD9
Back Pain,72141,ICD9
Back Pain,72142,ICD9
Back Pain,72190,ICD9
Back Pain,72081,ICD9
Arthritis,71481,ICD9
Arthritis,71489,ICD9
Arthritis,71430,ICD9
Arthritis,71432,ICD9
Arthritis,71650,ICD9
Arthritis,71660,ICD9
Arthritis,71668,ICD9
Arthritis,71661,ICD9
Arthritis,71662,ICD9
Arthritis,71663,ICD9
Arthritis,71664,ICD9
Arthritis,71665,ICD9
Arthritis,71666,ICD9
Arthritis,71667,ICD9
Arthritis,71620,ICD9
Arthritis,71621,ICD9
Arthritis,71622,ICD9
Arthritis,71623,ICD9
Arthritis,71624,ICD9
Arthritis,71625,ICD9
Arthritis,71626,ICD9
Arthritis,71627,ICD9
Arthritis,71628,ICD9
Arthritis,71629,ICD9
Arthritis,71509,ICD9
Arthritis,71504,ICD9
Arthritis,71589,ICD9
Arthritis,71580,ICD9
Arthritis,71500,ICD9
Arthritis,71590,ICD9
Arthritis,71515,ICD9
Arthritis,71525,ICD9
Arthritis,71535,ICD9
Arthritis,71595,ICD9
Arthritis,71516,ICD9
Arthritis,71526,ICD9
Arthritis,71536,ICD9
Arthritis,71596,ICD9
Arthritis,71514,ICD9
Arthritis,71524,ICD9
Arthritis,71534,ICD9
Arthritis,71594,ICD9
Arthritis,71511,ICD9
Arthritis,71512,ICD9
Arthritis,71513,ICD9
Arthritis,71517,ICD9
Arthritis,71521,ICD9
Arthritis,71522,ICD9
Arthritis,71523,ICD9
Arthritis,71527,ICD9
Arthritis,71530,ICD9
Arthritis,71510,ICD9
Arthritis,71520,ICD9
Arthritis,71528,ICD9
Gout,27400,ICD9
Gout,27401,ICD9
Gout,27410,ICD9
Gout,27489,ICD9
Gout,27402,ICD9
Gout,27403,ICD9
Chronic Kidney Disease,64221,ICD9
Chronic Kidney Disease,64223,ICD9
Chronic Kidney Disease,64220,ICD9
Chronic Kidney Disease,64224,ICD9
Cancer,1400,ICD9
Cancer,1401,ICD9
Cancer,1409,ICD9
Cancer,1403,ICD9
Cancer,1404,ICD9
Cancer,1405,ICD9
Cancer,1406,ICD9
Cancer,1408,ICD9
Cancer,1410,ICD9
Cancer,1411,ICD9
Cancer,1412,ICD9
Cancer,1413,ICD9
Cancer,1414,ICD9
Cancer,1416,ICD9
Cancer,1418,ICD9
Cancer,1419,ICD9
Cancer,1430,ICD9
Cancer,1431,ICD9
Cancer,1438,ICD9
Cancer,1439,ICD9
Cancer,1440,ICD9
Cancer,1441,ICD9
Cancer,1448,ICD9
Cancer,1449,ICD9
Cancer,1452,ICD9
Cancer,1453,ICD9
Cancer,1454,ICD9
Cancer,1455,ICD9
Cancer,1450,ICD9
Cancer,1451,ICD9
Cancer,1456,ICD9
Cancer,1458,ICD9
Cancer,1459,ICD9
Cancer,1420,ICD9
Cancer,1421,ICD9
Cancer,1422,ICD9
Cancer,1428,ICD9
Cancer,1429,ICD9
Cancer,1461,ICD9
Cancer,1462,ICD9
Cancer,1460,ICD9
Cancer,1463,ICD9
Cancer,1464,ICD9
Cancer,1466,ICD9
Cancer,1467,ICD9
Cancer,1468,ICD9
Cancer,1469,ICD9
Cancer,1470,ICD9
Cancer,1471,ICD9
Cancer,1472,ICD9
Cancer,1473,ICD9
Cancer,1478,ICD9
Cancer,1479,ICD9
Cancer,1481,ICD9
Cancer,1480,ICD9
Cancer,1482,ICD9
Cancer,1483,ICD9
Cancer,1488,ICD9
Cancer,1489,ICD9
Cancer,1490,ICD9
Cancer,1491,ICD9
Cancer,1498,ICD9
Cancer,1499,ICD9
Cancer,1500,ICD9
Cancer,1503,ICD9
Cancer,1501,ICD9
Cancer,1504,ICD9
Cancer,1502,ICD9
Cancer,1505,ICD9
Cancer,1508,ICD9
Cancer,1509,ICD9
Cancer,1510,ICD9
Cancer,1513,ICD9
Cancer,1514,ICD9
Cancer,1512,ICD9
Cancer,1511,ICD9
Cancer,1515,ICD9
Cancer,1516,ICD9
Cancer,1518,ICD9
Cancer,1519,ICD9
Cancer,1520,ICD9
Cancer,1521,ICD9
Cancer,1522,ICD9
Cancer,1528,ICD9
Cancer,1529,ICD9
Cancer,1534,ICD9
Cancer,1535,ICD9
Cancer,1536,ICD9
Cancer,1530,ICD9
Cancer,1531,ICD9
Cancer,1537,ICD9
Cancer,1532,ICD9
Cancer,1533,ICD9
Cancer,1538,ICD9
Cancer,1539,ICD9
Cancer,1540,ICD9
Cancer,1541,ICD9
Cancer,1543,ICD9
Cancer,1542,ICD9
Cancer,1548,ICD9
Cancer,1550,ICD9
Cancer,1552,ICD9
Cancer,1560,ICD9
Cancer,1561,ICD9
Cancer,1562,ICD9
Cancer,1568,ICD9
Cancer,1569,ICD9
Cancer,1570,ICD9
Cancer,1571,ICD9
Cancer,1572,ICD9
Cancer,1573,ICD9
Cancer,1574,ICD9
Cancer,1578,ICD9
Cancer,1579,ICD9
Cancer,1590,ICD9
Cancer,1591,ICD9
Cancer,1598,ICD9
Cancer,1599,ICD9
Cancer,1600,ICD9
Cancer,1601,ICD9
Cancer,1602,ICD9
Cancer,1603,ICD9
Cancer,1604,ICD9
Cancer,1605,ICD9
Cancer,1608,ICD9
Cancer,1609,ICD9
Cancer,1610,ICD9
Cancer,1611,ICD9
Cancer,1612,ICD9
Cancer,1613,ICD9
Cancer,1618,ICD9
Cancer,1619,ICD9
Cancer,1620,ICD9
Cancer,1622,ICD9
Cancer,1623,ICD9
Cancer,1624,ICD9
Cancer,1625,ICD9
Cancer,1628,ICD9
Cancer,1629,ICD9
Cancer,1640,ICD9
Cancer,1641,ICD9
Cancer,1642,ICD9
Cancer,1643,ICD9
Cancer,1649,ICD9
Cancer,1639,ICD9
Cancer,1648,ICD9
Cancer,1650,ICD9
Cancer,1658,ICD9
Cancer,1659,ICD9
Cancer,1704,ICD9
Cancer,1705,ICD9
Cancer,1707,ICD9
Cancer,1708,ICD9
Cancer,1709,ICD9
Cancer,1700,ICD9
Cancer,1701,ICD9
Cancer,1702,ICD9
Cancer,1703,ICD9
Cancer,1706,ICD9
Cancer,1710,ICD9
Cancer,1712,ICD9
Cancer,1713,ICD9
Cancer,1714,ICD9
Cancer,1715,ICD9
Cancer,1716,ICD9
Cancer,1717,ICD9
Cancer,1718,ICD9
Cancer,1719,ICD9
Cancer,1580,ICD9
Cancer,1588,ICD9
Cancer,1589,ICD9
Cancer,1740,ICD9
Cancer,1750,ICD9
Cancer,1741,ICD9
Cancer,1759,ICD9
Cancer,1742,ICD9
Cancer,1743,ICD9
Cancer,1744,ICD9
Cancer,1745,ICD9
Cancer,1746,ICD9
Cancer,1748,ICD9
Cancer,1749,ICD9
Cancer,1841,ICD9
Cancer,1842,ICD9
Cancer,1843,ICD9
Cancer,1848,ICD9
Cancer,1844,ICD9
Cancer,1840,ICD9
Cancer,1800,ICD9
Cancer,1801,ICD9
Cancer,1808,ICD9
Cancer,1809,ICD9
Cancer,1821,ICD9
