cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,develop_year,instance
Paralysis,AS,Paralysis-->AS,0,F,> 60,Within 5 years,3
Paralysis,AS,Paralysis-->AS,0,F,> 60,Within 10 years,3
Paralysis,AS,Paralysis-->AS,0,F,> 60,All Years,3
Paralysis,AS,Paralysis-->AS,0,F,All Age,Within 2 years,10
Paralysis,AS,Paralysis-->AS,0,F,All Age,Within 5 years,10
Paralysis,AS,Paralysis-->AS,0,F,All Age,Within 10 years,10
Paralysis,AS,Paralysis-->AS,0,F,All Age,All Years,10
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,All Sex,> 60,Within 2 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,All Sex,> 60,Within 5 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,All Sex,> 60,Within 10 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,All Sex,> 60,All Years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,All Sex,All Age,Within 2 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,All Sex,All Age,Within 5 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,All Sex,All Age,Within 10 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,All Sex,All Age,All Years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,F,> 60,Within 2 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,F,> 60,Within 5 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,F,> 60,Within 10 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,F,> 60,All Years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,F,All Age,Within 2 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,F,All Age,Within 5 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,F,All Age,Within 10 years,4
Paralysis,BloodLoss,Paralysis-->BloodLoss,0,F,All Age,All Years,4
Paralysis,BP,Paralysis-->BP,0,All Sex,< 40,Within 2 years,2
Paralysis,BP,Paralysis-->BP,0,All Sex,< 40,Within 5 years,2
Paralysis,BP,Paralysis-->BP,0,All Sex,< 40,Within 10 years,4
Paralysis,BP,Paralysis-->BP,0,All Sex,< 40,All Years,5
Paralysis,BP,Paralysis-->BP,0,All Sex,> 60,Within 2 years,19
Paralysis,BP,Paralysis-->BP,0,All Sex,> 60,Within 5 years,44
Paralysis,BP,Paralysis-->BP,0,All Sex,> 60,Within 10 years,44
Paralysis,BP,Paralysis-->BP,0,All Sex,> 60,All Years,44
Paralysis,BP,Paralysis-->BP,0,All Sex,40 to 60,Within 2 years,19
Paralysis,BP,Paralysis-->BP,0,All Sex,40 to 60,Within 5 years,19
Paralysis,BP,Paralysis-->BP,0,All Sex,40 to 60,Within 10 years,19
Paralysis,BP,Paralysis-->BP,0,All Sex,40 to 60,All Years,21
Paralysis,BP,Paralysis-->BP,0,All Sex,All Age,Within 2 years,40
Paralysis,BP,Paralysis-->BP,0,All Sex,All Age,Within 5 years,65
Paralysis,BP,Paralysis-->BP,0,All Sex,All Age,Within 10 years,67
Paralysis,BP,Paralysis-->BP,0,All Sex,All Age,All Years,70
Paralysis,BP,Paralysis-->BP,0,F,< 40,Within 10 years,2
Paralysis,BP,Paralysis-->BP,0,F,< 40,All Years,2
Paralysis,BP,Paralysis-->BP,0,F,> 60,Within 2 years,9
Paralysis,BP,Paralysis-->BP,0,F,> 60,Within 5 years,9
Paralysis,BP,Paralysis-->BP,0,F,> 60,Within 10 years,9
Paralysis,BP,Paralysis-->BP,0,F,> 60,All Years,9
Paralysis,BP,Paralysis-->BP,0,F,40 to 60,Within 2 years,16
Paralysis,BP,Paralysis-->BP,0,F,40 to 60,Within 5 years,16
Paralysis,BP,Paralysis-->BP,0,F,40 to 60,Within 10 years,16
Paralysis,BP,Paralysis-->BP,0,F,40 to 60,All Years,16
Paralysis,BP,Paralysis-->BP,0,F,All Age,Within 2 years,25
Paralysis,BP,Paralysis-->BP,0,F,All Age,Within 5 years,25
Paralysis,BP,Paralysis-->BP,0,F,All Age,Within 10 years,27
Paralysis,BP,Paralysis-->BP,0,F,All Age,All Years,27
Paralysis,BP,Paralysis-->BP,0,M,< 40,Within 2 years,2
Paralysis,BP,Paralysis-->BP,0,M,< 40,Within 5 years,2
Paralysis,BP,Paralysis-->BP,0,M,< 40,Within 10 years,2
Paralysis,BP,Paralysis-->BP,0,M,< 40,All Years,3
Paralysis,BP,Paralysis-->BP,0,M,> 60,Within 2 years,10
Paralysis,BP,Paralysis-->BP,0,M,> 60,Within 5 years,35
Paralysis,BP,Paralysis-->BP,0,M,> 60,Within 10 years,35
Paralysis,BP,Paralysis-->BP,0,M,> 60,All Years,35
Paralysis,BP,Paralysis-->BP,0,M,40 to 60,Within 2 years,3
Paralysis,BP,Paralysis-->BP,0,M,40 to 60,Within 5 years,3
Paralysis,BP,Paralysis-->BP,0,M,40 to 60,Within 10 years,3
Paralysis,BP,Paralysis-->BP,0,M,40 to 60,All Years,5
Paralysis,BP,Paralysis-->BP,0,M,All Age,Within 2 years,15
Paralysis,BP,Paralysis-->BP,0,M,All Age,Within 5 years,40
Paralysis,BP,Paralysis-->BP,0,M,All Age,Within 10 years,40
Paralysis,BP,Paralysis-->BP,0,M,All Age,All Years,43
Paralysis,C,Paralysis-->C,0,All Sex,< 40,Within 2 years,4
Paralysis,C,Paralysis-->C,0,All Sex,< 40,Within 5 years,5
Paralysis,C,Paralysis-->C,0,All Sex,< 40,Within 10 years,5
Paralysis,C,Paralysis-->C,0,All Sex,< 40,All Years,5
Paralysis,C,Paralysis-->C,0,All Sex,> 60,Within 2 years,48
Paralysis,C,Paralysis-->C,0,All Sex,> 60,Within 5 years,50
Paralysis,C,Paralysis-->C,0,All Sex,> 60,Within 10 years,52
Paralysis,C,Paralysis-->C,0,All Sex,> 60,All Years,52
Paralysis,C,Paralysis-->C,0,All Sex,40 to 60,Within 2 years,15
Paralysis,C,Paralysis-->C,0,All Sex,40 to 60,Within 5 years,16
Paralysis,C,Paralysis-->C,0,All Sex,40 to 60,Within 10 years,18
Paralysis,C,Paralysis-->C,0,All Sex,40 to 60,All Years,18
Paralysis,C,Paralysis-->C,0,All Sex,All Age,Within 2 years,67
Paralysis,C,Paralysis-->C,0,All Sex,All Age,Within 5 years,71
Paralysis,C,Paralysis-->C,0,All Sex,All Age,Within 10 years,75
Paralysis,C,Paralysis-->C,0,All Sex,All Age,All Years,75
Paralysis,C,Paralysis-->C,0,F,< 40,Within 2 years,3
Paralysis,C,Paralysis-->C,0,F,< 40,Within 5 years,4
Paralysis,C,Paralysis-->C,0,F,< 40,Within 10 years,4
Paralysis,C,Paralysis-->C,0,F,< 40,All Years,4
Paralysis,C,Paralysis-->C,0,F,> 60,Within 2 years,17
Paralysis,C,Paralysis-->C,0,F,> 60,Within 5 years,17
Paralysis,C,Paralysis-->C,0,F,> 60,Within 10 years,17
Paralysis,C,Paralysis-->C,0,F,> 60,All Years,17
Paralysis,C,Paralysis-->C,0,F,40 to 60,Within 2 years,7
Paralysis,C,Paralysis-->C,0,F,40 to 60,Within 5 years,8
Paralysis,C,Paralysis-->C,0,F,40 to 60,Within 10 years,10
Paralysis,C,Paralysis-->C,0,F,40 to 60,All Years,10
Paralysis,C,Paralysis-->C,0,F,All Age,Within 2 years,27
Paralysis,C,Paralysis-->C,0,F,All Age,Within 5 years,29
Paralysis,C,Paralysis-->C,0,F,All Age,Within 10 years,31
Paralysis,C,Paralysis-->C,0,F,All Age,All Years,31
Paralysis,C,Paralysis-->C,0,M,< 40,Within 2 years,1
Paralysis,C,Paralysis-->C,0,M,< 40,Within 5 years,1
Paralysis,C,Paralysis-->C,0,M,< 40,Within 10 years,1
Paralysis,C,Paralysis-->C,0,M,< 40,All Years,1
Paralysis,C,Paralysis-->C,0,M,> 60,Within 2 years,31
Paralysis,C,Paralysis-->C,0,M,> 60,Within 5 years,33
Paralysis,C,Paralysis-->C,0,M,> 60,Within 10 years,35
Paralysis,C,Paralysis-->C,0,M,> 60,All Years,35
Paralysis,C,Paralysis-->C,0,M,40 to 60,Within 2 years,8
Paralysis,C,Paralysis-->C,0,M,40 to 60,Within 5 years,8
Paralysis,C,Paralysis-->C,0,M,40 to 60,Within 10 years,8
Paralysis,C,Paralysis-->C,0,M,40 to 60,All Years,8
Paralysis,C,Paralysis-->C,0,M,All Age,Within 2 years,40
Paralysis,C,Paralysis-->C,0,M,All Age,Within 5 years,42
Paralysis,C,Paralysis-->C,0,M,All Age,Within 10 years,44
Paralysis,C,Paralysis-->C,0,M,All Age,All Years,44
Paralysis,CKD,Paralysis-->CKD,0,All Sex,> 60,Within 2 years,25
Paralysis,CKD,Paralysis-->CKD,0,All Sex,> 60,Within 5 years,25
Paralysis,CKD,Paralysis-->CKD,0,All Sex,> 60,Within 10 years,25
Paralysis,CKD,Paralysis-->CKD,0,All Sex,> 60,All Years,27
Paralysis,CKD,Paralysis-->CKD,0,All Sex,All Age,Within 2 years,25
Paralysis,CKD,Paralysis-->CKD,0,All Sex,All Age,Within 5 years,25
Paralysis,CKD,Paralysis-->CKD,0,All Sex,All Age,Within 10 years,25
Paralysis,CKD,Paralysis-->CKD,0,All Sex,All Age,All Years,27
Paralysis,CKD,Paralysis-->CKD,0,F,> 60,Within 2 years,16
Paralysis,CKD,Paralysis-->CKD,0,F,> 60,Within 5 years,16
Paralysis,CKD,Paralysis-->CKD,0,F,> 60,Within 10 years,16
Paralysis,CKD,Paralysis-->CKD,0,F,> 60,All Years,18
Paralysis,CKD,Paralysis-->CKD,0,F,All Age,Within 2 years,16
Paralysis,CKD,Paralysis-->CKD,0,F,All Age,Within 5 years,16
Paralysis,CKD,Paralysis-->CKD,0,F,All Age,Within 10 years,16
Paralysis,CKD,Paralysis-->CKD,0,F,All Age,All Years,18
Paralysis,CKD,Paralysis-->CKD,0,M,> 60,Within 2 years,9
Paralysis,CKD,Paralysis-->CKD,0,M,> 60,Within 5 years,9
Paralysis,CKD,Paralysis-->CKD,0,M,> 60,Within 10 years,9
Paralysis,CKD,Paralysis-->CKD,0,M,> 60,All Years,9
Paralysis,CKD,Paralysis-->CKD,0,M,All Age,Within 2 years,9
Paralysis,CKD,Paralysis-->CKD,0,M,All Age,Within 5 years,9
Paralysis,CKD,Paralysis-->CKD,0,M,All Age,Within 10 years,9
Paralysis,CKD,Paralysis-->CKD,0,M,All Age,All Years,9
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,> 60,Within 2 years,31
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,> 60,Within 5 years,32
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,> 60,Within 10 years,32
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,> 60,All Years,32
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,40 to 60,Within 2 years,6
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,40 to 60,Within 5 years,6
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,40 to 60,Within 10 years,6
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,40 to 60,All Years,6
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,All Age,Within 2 years,37
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,All Age,Within 5 years,38
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,All Age,Within 10 years,38
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,All Sex,All Age,All Years,38
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,> 60,Within 2 years,13
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,> 60,Within 5 years,13
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,> 60,Within 10 years,13
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,> 60,All Years,13
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,40 to 60,Within 2 years,3
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,40 to 60,Within 5 years,3
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,40 to 60,Within 10 years,3
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,40 to 60,All Years,3
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,All Age,Within 2 years,16
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,All Age,Within 5 years,16
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,All Age,Within 10 years,16
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,F,All Age,All Years,16
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,> 60,Within 2 years,18
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,> 60,Within 5 years,19
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,> 60,Within 10 years,19
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,> 60,All Years,19
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,40 to 60,Within 2 years,3
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,40 to 60,Within 5 years,3
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,40 to 60,Within 10 years,3
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,40 to 60,All Years,3
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,All Age,Within 2 years,21
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,All Age,Within 5 years,22
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,All Age,Within 10 years,22
Paralysis,Coagulopathy,Paralysis-->Coagulopathy,0,M,All Age,All Years,22
Paralysis,COPD,Paralysis-->COPD,0,All Sex,> 60,Within 2 years,26
Paralysis,COPD,Paralysis-->COPD,0,All Sex,> 60,Within 5 years,26
Paralysis,COPD,Paralysis-->COPD,0,All Sex,> 60,Within 10 years,26
Paralysis,COPD,Paralysis-->COPD,0,All Sex,> 60,All Years,26
Paralysis,COPD,Paralysis-->COPD,0,All Sex,40 to 60,Within 2 years,1
Paralysis,COPD,Paralysis-->COPD,0,All Sex,40 to 60,Within 5 years,1
Paralysis,COPD,Paralysis-->COPD,0,All Sex,40 to 60,Within 10 years,1
Paralysis,COPD,Paralysis-->COPD,0,All Sex,40 to 60,All Years,1
Paralysis,COPD,Paralysis-->COPD,0,All Sex,All Age,Within 2 years,27
Paralysis,COPD,Paralysis-->COPD,0,All Sex,All Age,Within 5 years,27
Paralysis,COPD,Paralysis-->COPD,0,All Sex,All Age,Within 10 years,27
Paralysis,COPD,Paralysis-->COPD,0,All Sex,All Age,All Years,27
Paralysis,COPD,Paralysis-->COPD,0,F,> 60,Within 2 years,1
Paralysis,COPD,Paralysis-->COPD,0,F,> 60,Within 5 years,1
Paralysis,COPD,Paralysis-->COPD,0,F,> 60,Within 10 years,1
Paralysis,COPD,Paralysis-->COPD,0,F,> 60,All Years,1
Paralysis,COPD,Paralysis-->COPD,0,F,All Age,Within 2 years,1
Paralysis,COPD,Paralysis-->COPD,0,F,All Age,Within 5 years,1
Paralysis,COPD,Paralysis-->COPD,0,F,All Age,Within 10 years,1
Paralysis,COPD,Paralysis-->COPD,0,F,All Age,All Years,1
Paralysis,COPD,Paralysis-->COPD,0,M,> 60,Within 2 years,25
Paralysis,COPD,Paralysis-->COPD,0,M,> 60,Within 5 years,25
Paralysis,COPD,Paralysis-->COPD,0,M,> 60,Within 10 years,25
Paralysis,COPD,Paralysis-->COPD,0,M,> 60,All Years,25
Paralysis,COPD,Paralysis-->COPD,0,M,40 to 60,Within 2 years,1
Paralysis,COPD,Paralysis-->COPD,0,M,40 to 60,Within 5 years,1
Paralysis,COPD,Paralysis-->COPD,0,M,40 to 60,Within 10 years,1
Paralysis,COPD,Paralysis-->COPD,0,M,40 to 60,All Years,1
Paralysis,COPD,Paralysis-->COPD,0,M,All Age,Within 2 years,26
Paralysis,COPD,Paralysis-->COPD,0,M,All Age,Within 5 years,26
Paralysis,COPD,Paralysis-->COPD,0,M,All Age,Within 10 years,26
Paralysis,COPD,Paralysis-->COPD,0,M,All Age,All Years,26
Paralysis,CVD,Paralysis-->CVD,0,All Sex,< 40,Within 2 years,19
Paralysis,CVD,Paralysis-->CVD,0,All Sex,< 40,Within 5 years,19
Paralysis,CVD,Paralysis-->CVD,0,All Sex,< 40,Within 10 years,19
Paralysis,CVD,Paralysis-->CVD,0,All Sex,< 40,All Years,19
Paralysis,CVD,Paralysis-->CVD,0,All Sex,> 60,Within 2 years,353
Paralysis,CVD,Paralysis-->CVD,0,All Sex,> 60,Within 5 years,353
Paralysis,CVD,Paralysis-->CVD,0,All Sex,> 60,Within 10 years,353
Paralysis,CVD,Paralysis-->CVD,0,All Sex,> 60,All Years,355
Paralysis,CVD,Paralysis-->CVD,0,All Sex,40 to 60,Within 2 years,107
Paralysis,CVD,Paralysis-->CVD,0,All Sex,40 to 60,Within 5 years,108
Paralysis,CVD,Paralysis-->CVD,0,All Sex,40 to 60,Within 10 years,108
Paralysis,CVD,Paralysis-->CVD,0,All Sex,40 to 60,All Years,109
Paralysis,CVD,Paralysis-->CVD,0,All Sex,All Age,Within 2 years,479
Paralysis,CVD,Paralysis-->CVD,0,All Sex,All Age,Within 5 years,480
Paralysis,CVD,Paralysis-->CVD,0,All Sex,All Age,Within 10 years,480
Paralysis,CVD,Paralysis-->CVD,0,All Sex,All Age,All Years,483
Paralysis,CVD,Paralysis-->CVD,0,F,< 40,Within 2 years,11
Paralysis,CVD,Paralysis-->CVD,0,F,< 40,Within 5 years,11
Paralysis,CVD,Paralysis-->CVD,0,F,< 40,Within 10 years,11
Paralysis,CVD,Paralysis-->CVD,0,F,< 40,All Years,11
Paralysis,CVD,Paralysis-->CVD,0,F,> 60,Within 2 years,157
Paralysis,CVD,Paralysis-->CVD,0,F,> 60,Within 5 years,157
Paralysis,CVD,Paralysis-->CVD,0,F,> 60,Within 10 years,157
Paralysis,CVD,Paralysis-->CVD,0,F,> 60,All Years,157
Paralysis,CVD,Paralysis-->CVD,0,F,40 to 60,Within 2 years,49
Paralysis,CVD,Paralysis-->CVD,0,F,40 to 60,Within 5 years,50
Paralysis,CVD,Paralysis-->CVD,0,F,40 to 60,Within 10 years,50
Paralysis,CVD,Paralysis-->CVD,0,F,40 to 60,All Years,51
Paralysis,CVD,Paralysis-->CVD,0,F,All Age,Within 2 years,217
Paralysis,CVD,Paralysis-->CVD,0,F,All Age,Within 5 years,218
Paralysis,CVD,Paralysis-->CVD,0,F,All Age,Within 10 years,218
Paralysis,CVD,Paralysis-->CVD,0,F,All Age,All Years,219
Paralysis,CVD,Paralysis-->CVD,0,M,< 40,Within 2 years,8
Paralysis,CVD,Paralysis-->CVD,0,M,< 40,Within 5 years,8
Paralysis,CVD,Paralysis-->CVD,0,M,< 40,Within 10 years,8
Paralysis,CVD,Paralysis-->CVD,0,M,< 40,All Years,8
Paralysis,CVD,Paralysis-->CVD,0,M,> 60,Within 2 years,196
Paralysis,CVD,Paralysis-->CVD,0,M,> 60,Within 5 years,196
Paralysis,CVD,Paralysis-->CVD,0,M,> 60,Within 10 years,196
Paralysis,CVD,Paralysis-->CVD,0,M,> 60,All Years,198
Paralysis,CVD,Paralysis-->CVD,0,M,40 to 60,Within 2 years,58
Paralysis,CVD,Paralysis-->CVD,0,M,40 to 60,Within 5 years,58
Paralysis,CVD,Paralysis-->CVD,0,M,40 to 60,Within 10 years,58
Paralysis,CVD,Paralysis-->CVD,0,M,40 to 60,All Years,58
Paralysis,CVD,Paralysis-->CVD,0,M,All Age,Within 2 years,262
Paralysis,CVD,Paralysis-->CVD,0,M,All Age,Within 5 years,262
Paralysis,CVD,Paralysis-->CVD,0,M,All Age,Within 10 years,262
Paralysis,CVD,Paralysis-->CVD,0,M,All Age,All Years,264
Paralysis,D,Paralysis-->D,0,All Sex,< 40,Within 2 years,2
Paralysis,D,Paralysis-->D,0,All Sex,< 40,Within 5 years,2
Paralysis,D,Paralysis-->D,0,All Sex,< 40,Within 10 years,2
Paralysis,D,Paralysis-->D,0,All Sex,< 40,All Years,2
Paralysis,D,Paralysis-->D,0,All Sex,> 60,Within 2 years,92
Paralysis,D,Paralysis-->D,0,All Sex,> 60,Within 5 years,95
Paralysis,D,Paralysis-->D,0,All Sex,> 60,Within 10 years,98
Paralysis,D,Paralysis-->D,0,All Sex,> 60,All Years,98
Paralysis,D,Paralysis-->D,0,All Sex,40 to 60,Within 2 years,30
Paralysis,D,Paralysis-->D,0,All Sex,40 to 60,Within 5 years,31
Paralysis,D,Paralysis-->D,0,All Sex,40 to 60,Within 10 years,32
Paralysis,D,Paralysis-->D,0,All Sex,40 to 60,All Years,33
Paralysis,D,Paralysis-->D,0,All Sex,All Age,Within 2 years,124
Paralysis,D,Paralysis-->D,0,All Sex,All Age,Within 5 years,128
Paralysis,D,Paralysis-->D,0,All Sex,All Age,Within 10 years,132
Paralysis,D,Paralysis-->D,0,All Sex,All Age,All Years,133
Paralysis,D,Paralysis-->D,0,F,> 60,Within 2 years,26
Paralysis,D,Paralysis-->D,0,F,> 60,Within 5 years,28
Paralysis,D,Paralysis-->D,0,F,> 60,Within 10 years,29
Paralysis,D,Paralysis-->D,0,F,> 60,All Years,29
Paralysis,D,Paralysis-->D,0,F,40 to 60,Within 2 years,18
Paralysis,D,Paralysis-->D,0,F,40 to 60,Within 5 years,18
Paralysis,D,Paralysis-->D,0,F,40 to 60,Within 10 years,18
Paralysis,D,Paralysis-->D,0,F,40 to 60,All Years,18
Paralysis,D,Paralysis-->D,0,F,All Age,Within 2 years,44
Paralysis,D,Paralysis-->D,0,F,All Age,Within 5 years,46
Paralysis,D,Paralysis-->D,0,F,All Age,Within 10 years,47
Paralysis,D,Paralysis-->D,0,F,All Age,All Years,47
Paralysis,D,Paralysis-->D,0,M,< 40,Within 2 years,2
Paralysis,D,Paralysis-->D,0,M,< 40,Within 5 years,2
Paralysis,D,Paralysis-->D,0,M,< 40,Within 10 years,2
Paralysis,D,Paralysis-->D,0,M,< 40,All Years,2
Paralysis,D,Paralysis-->D,0,M,> 60,Within 2 years,66
Paralysis,D,Paralysis-->D,0,M,> 60,Within 5 years,67
Paralysis,D,Paralysis-->D,0,M,> 60,Within 10 years,69
Paralysis,D,Paralysis-->D,0,M,> 60,All Years,69
Paralysis,D,Paralysis-->D,0,M,40 to 60,Within 2 years,12
Paralysis,D,Paralysis-->D,0,M,40 to 60,Within 5 years,13
Paralysis,D,Paralysis-->D,0,M,40 to 60,Within 10 years,14
Paralysis,D,Paralysis-->D,0,M,40 to 60,All Years,15
Paralysis,D,Paralysis-->D,0,M,All Age,Within 2 years,80
Paralysis,D,Paralysis-->D,0,M,All Age,Within 5 years,82
Paralysis,D,Paralysis-->D,0,M,All Age,Within 10 years,85
Paralysis,D,Paralysis-->D,0,M,All Age,All Years,86
Paralysis,Drugs,Paralysis-->Drugs,0,All Sex,40 to 60,Within 2 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,All Sex,40 to 60,Within 5 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,All Sex,40 to 60,Within 10 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,All Sex,40 to 60,All Years,12
Paralysis,Drugs,Paralysis-->Drugs,0,All Sex,All Age,Within 2 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,All Sex,All Age,Within 5 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,All Sex,All Age,Within 10 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,All Sex,All Age,All Years,12
Paralysis,Drugs,Paralysis-->Drugs,0,F,40 to 60,Within 2 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,F,40 to 60,Within 5 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,F,40 to 60,Within 10 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,F,40 to 60,All Years,12
Paralysis,Drugs,Paralysis-->Drugs,0,F,All Age,Within 2 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,F,All Age,Within 5 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,F,All Age,Within 10 years,12
Paralysis,Drugs,Paralysis-->Drugs,0,F,All Age,All Years,12
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,< 40,Within 2 years,9
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,< 40,Within 5 years,9
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,< 40,Within 10 years,9
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,< 40,All Years,9
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,> 60,Within 2 years,87
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,> 60,Within 5 years,93
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,> 60,Within 10 years,94
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,> 60,All Years,96
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,40 to 60,Within 2 years,26
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,40 to 60,Within 5 years,26
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,40 to 60,Within 10 years,26
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,40 to 60,All Years,26
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,All Age,Within 2 years,122
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,All Age,Within 5 years,128
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,All Age,Within 10 years,129
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,All Sex,All Age,All Years,131
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,< 40,Within 2 years,3
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,< 40,Within 5 years,3
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,< 40,Within 10 years,3
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,< 40,All Years,3
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,> 60,Within 2 years,48
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,> 60,Within 5 years,49
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,> 60,Within 10 years,50
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,> 60,All Years,51
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,40 to 60,Within 2 years,15
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,40 to 60,Within 5 years,15
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,40 to 60,Within 10 years,15
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,40 to 60,All Years,15
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,All Age,Within 2 years,66
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,All Age,Within 5 years,67
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,All Age,Within 10 years,68
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,F,All Age,All Years,69
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,M,< 40,Within 2 years,6
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,M,< 40,Within 5 years,6
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,M,< 40,Within 10 years,6
Paralysis,FluidsLytes,Paralysis-->FluidsLytes,0,M,< 40,All Years,6
