cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort
Obesity,AS,Obesity-->AS,0,M,< 40,4,2
Obesity,AS,Obesity-->AS,0,M,> 60,5,4
Obesity,AS,Obesity-->AS,0,M,40 to 60,6,3
Obesity,AS,Obesity-->AS,0,M,All Age,15,1
Obesity,BloodLoss,Obesity-->BloodLoss,0,All Sex,< 40,2,2
Obesity,BloodLoss,Obesity-->BloodLoss,0,All Sex,> 60,3,4
Obesity,BloodLoss,Obesity-->BloodLoss,0,All Sex,40 to 60,11,3
Obesity,BloodLoss,Obesity-->BloodLoss,0,All Sex,All Age,16,1
Obesity,BloodLoss,Obesity-->BloodLoss,0,F,< 40,2,2
Obesity,BloodLoss,Obesity-->BloodLoss,0,F,> 60,2,4
Obesity,BloodLoss,Obesity-->BloodLoss,0,F,40 to 60,4,3
Obesity,BloodLoss,Obesity-->BloodLoss,0,F,All Age,8,1
Obesity,BloodLoss,Obesity-->BloodLoss,0,M,> 60,1,4
Obesity,BloodLoss,Obesity-->BloodLoss,0,M,40 to 60,7,3
Obesity,BloodLoss,Obesity-->BloodLoss,0,M,All Age,8,1
Obesity,BP,Obesity-->BP,0,All Sex,< 40,14,2
Obesity,BP,Obesity-->BP,0,All Sex,> 60,70,4
Obesity,BP,Obesity-->BP,0,All Sex,40 to 60,36,3
Obesity,BP,Obesity-->BP,0,All Sex,All Age,120,1
Obesity,BP,Obesity-->BP,0,F,< 40,13,2
Obesity,BP,Obesity-->BP,0,F,> 60,42,4
Obesity,BP,Obesity-->BP,0,F,40 to 60,28,3
Obesity,BP,Obesity-->BP,0,F,All Age,83,1
Obesity,BP,Obesity-->BP,0,M,< 40,1,2
Obesity,BP,Obesity-->BP,0,M,> 60,28,4
Obesity,BP,Obesity-->BP,0,M,40 to 60,8,3
Obesity,BP,Obesity-->BP,0,M,All Age,37,1
Obesity,C,Obesity-->C,0,All Sex,< 40,4,2
Obesity,C,Obesity-->C,0,All Sex,> 60,54,4
Obesity,C,Obesity-->C,0,All Sex,40 to 60,50,3
Obesity,C,Obesity-->C,0,All Sex,All Age,108,1
Obesity,C,Obesity-->C,0,F,< 40,4,2
Obesity,C,Obesity-->C,0,F,> 60,10,4
Obesity,C,Obesity-->C,0,F,40 to 60,24,3
Obesity,C,Obesity-->C,0,F,All Age,38,1
Obesity,C,Obesity-->C,0,M,> 60,44,4
Obesity,C,Obesity-->C,0,M,40 to 60,26,3
Obesity,C,Obesity-->C,0,M,All Age,70,1
Obesity,CKD,Obesity-->CKD,0,All Sex,> 60,92,4
Obesity,CKD,Obesity-->CKD,0,All Sex,40 to 60,7,3
Obesity,CKD,Obesity-->CKD,0,All Sex,All Age,99,1
Obesity,CKD,Obesity-->CKD,0,F,> 60,47,4
Obesity,CKD,Obesity-->CKD,0,F,40 to 60,2,3
Obesity,CKD,Obesity-->CKD,0,F,All Age,49,1
Obesity,CKD,Obesity-->CKD,0,M,> 60,45,4
Obesity,CKD,Obesity-->CKD,0,M,40 to 60,5,3
Obesity,CKD,Obesity-->CKD,0,M,All Age,50,1
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,All Sex,< 40,2,2
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,All Sex,> 60,36,4
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,All Sex,40 to 60,16,3
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,All Sex,All Age,54,1
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,F,< 40,2,2
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,F,> 60,22,4
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,F,40 to 60,14,3
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,F,All Age,38,1
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,M,> 60,14,4
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,M,40 to 60,2,3
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,M,All Age,16,1
Obesity,COPD,Obesity-->COPD,0,All Sex,< 40,1,2
Obesity,COPD,Obesity-->COPD,0,All Sex,> 60,69,4
Obesity,COPD,Obesity-->COPD,0,All Sex,40 to 60,8,3
Obesity,COPD,Obesity-->COPD,0,All Sex,All Age,78,1
Obesity,COPD,Obesity-->COPD,0,F,< 40,1,2
Obesity,COPD,Obesity-->COPD,0,F,> 60,1,4
Obesity,COPD,Obesity-->COPD,0,F,40 to 60,7,3
Obesity,COPD,Obesity-->COPD,0,F,All Age,9,1
Obesity,COPD,Obesity-->COPD,0,M,> 60,68,4
Obesity,COPD,Obesity-->COPD,0,M,40 to 60,1,3
Obesity,COPD,Obesity-->COPD,0,M,All Age,69,1
Obesity,CVD,Obesity-->CVD,0,All Sex,< 40,34,2
Obesity,CVD,Obesity-->CVD,0,All Sex,> 60,237,4
Obesity,CVD,Obesity-->CVD,0,All Sex,40 to 60,272,3
Obesity,CVD,Obesity-->CVD,0,All Sex,All Age,543,1
Obesity,CVD,Obesity-->CVD,0,F,< 40,23,2
Obesity,CVD,Obesity-->CVD,0,F,> 60,136,4
Obesity,CVD,Obesity-->CVD,0,F,40 to 60,105,3
Obesity,CVD,Obesity-->CVD,0,F,All Age,264,1
Obesity,CVD,Obesity-->CVD,0,M,< 40,11,2
Obesity,CVD,Obesity-->CVD,0,M,> 60,101,4
Obesity,CVD,Obesity-->CVD,0,M,40 to 60,167,3
Obesity,CVD,Obesity-->CVD,0,M,All Age,279,1
Obesity,D,Obesity-->D,0,All Sex,< 40,38,2
Obesity,D,Obesity-->D,0,All Sex,> 60,104,4
Obesity,D,Obesity-->D,0,All Sex,40 to 60,197,3
Obesity,D,Obesity-->D,0,All Sex,All Age,339,1
Obesity,D,Obesity-->D,0,F,< 40,27,2
Obesity,D,Obesity-->D,0,F,> 60,57,4
Obesity,D,Obesity-->D,0,F,40 to 60,107,3
Obesity,D,Obesity-->D,0,F,All Age,191,1
Obesity,D,Obesity-->D,0,M,< 40,11,2
Obesity,D,Obesity-->D,0,M,> 60,47,4
Obesity,D,Obesity-->D,0,M,40 to 60,90,3
Obesity,D,Obesity-->D,0,M,All Age,148,1
Obesity,Drugs,Obesity-->Drugs,0,All Sex,< 40,13,2
Obesity,Drugs,Obesity-->Drugs,0,All Sex,> 60,1,4
Obesity,Drugs,Obesity-->Drugs,0,All Sex,40 to 60,18,3
Obesity,Drugs,Obesity-->Drugs,0,All Sex,All Age,32,1
Obesity,Drugs,Obesity-->Drugs,0,F,< 40,11,2
Obesity,Drugs,Obesity-->Drugs,0,F,40 to 60,18,3
Obesity,Drugs,Obesity-->Drugs,0,F,All Age,29,1
Obesity,Drugs,Obesity-->Drugs,0,M,< 40,2,2
Obesity,Drugs,Obesity-->Drugs,0,M,> 60,1,4
Obesity,Drugs,Obesity-->Drugs,0,M,All Age,3,1
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,All Sex,< 40,32,2
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,All Sex,> 60,83,4
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,All Sex,40 to 60,40,3
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,All Sex,All Age,155,1
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,F,< 40,31,2
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,F,> 60,54,4
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,F,40 to 60,28,3
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,F,All Age,113,1
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,M,< 40,1,2
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,M,> 60,29,4
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,M,40 to 60,12,3
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,M,All Age,42,1
Obesity,G,Obesity-->G,0,All Sex,< 40,1,2
Obesity,G,Obesity-->G,0,All Sex,> 60,20,4
Obesity,G,Obesity-->G,0,All Sex,40 to 60,9,3
Obesity,G,Obesity-->G,0,All Sex,All Age,30,1
Obesity,G,Obesity-->G,0,M,< 40,1,2
Obesity,G,Obesity-->G,0,M,> 60,20,4
Obesity,G,Obesity-->G,0,M,40 to 60,9,3
Obesity,G,Obesity-->G,0,M,All Age,30,1
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,All Sex,< 40,3,2
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,All Sex,> 60,6,4
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,All Sex,40 to 60,5,3
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,All Sex,All Age,14,1
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,F,< 40,2,2
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,F,> 60,6,4
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,F,40 to 60,3,3
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,F,All Age,11,1
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,M,< 40,1,2
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,M,40 to 60,2,3
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,M,All Age,3,1
Obesity,Liver,Obesity-->Liver,0,All Sex,< 40,16,2
Obesity,Liver,Obesity-->Liver,0,All Sex,> 60,31,4
Obesity,Liver,Obesity-->Liver,0,All Sex,40 to 60,52,3
Obesity,Liver,Obesity-->Liver,0,All Sex,All Age,99,1
Obesity,Liver,Obesity-->Liver,0,F,< 40,14,2
Obesity,Liver,Obesity-->Liver,0,F,> 60,30,4
Obesity,Liver,Obesity-->Liver,0,F,40 to 60,34,3
Obesity,Liver,Obesity-->Liver,0,F,All Age,78,1
Obesity,Liver,Obesity-->Liver,0,M,< 40,2,2
Obesity,Liver,Obesity-->Liver,0,M,> 60,1,4
Obesity,Liver,Obesity-->Liver,0,M,40 to 60,18,3
Obesity,Liver,Obesity-->Liver,0,M,All Age,21,1
Obesity,MHC,Obesity-->MHC,0,All Sex,< 40,31,2
Obesity,MHC,Obesity-->MHC,0,All Sex,> 60,148,4
Obesity,MHC,Obesity-->MHC,0,All Sex,40 to 60,47,3
Obesity,MHC,Obesity-->MHC,0,All Sex,All Age,226,1
Obesity,MHC,Obesity-->MHC,0,F,< 40,29,2
Obesity,MHC,Obesity-->MHC,0,F,> 60,146,4
Obesity,MHC,Obesity-->MHC,0,F,40 to 60,43,3
Obesity,MHC,Obesity-->MHC,0,F,All Age,218,1
Obesity,MHC,Obesity-->MHC,0,M,< 40,2,2
Obesity,MHC,Obesity-->MHC,0,M,> 60,2,4
Obesity,MHC,Obesity-->MHC,0,M,40 to 60,4,3
Obesity,MHC,Obesity-->MHC,0,M,All Age,8,1
Obesity,NeuroOther,Obesity-->NeuroOther,0,All Sex,< 40,1,2
Obesity,NeuroOther,Obesity-->NeuroOther,0,All Sex,> 60,52,4
Obesity,NeuroOther,Obesity-->NeuroOther,0,All Sex,40 to 60,11,3
Obesity,NeuroOther,Obesity-->NeuroOther,0,All Sex,All Age,64,1
Obesity,NeuroOther,Obesity-->NeuroOther,0,F,< 40,1,2
Obesity,NeuroOther,Obesity-->NeuroOther,0,F,> 60,2,4
Obesity,NeuroOther,Obesity-->NeuroOther,0,F,40 to 60,4,3
Obesity,NeuroOther,Obesity-->NeuroOther,0,F,All Age,7,1
Obesity,NeuroOther,Obesity-->NeuroOther,0,M,> 60,50,4
Obesity,NeuroOther,Obesity-->NeuroOther,0,M,40 to 60,7,3
Obesity,NeuroOther,Obesity-->NeuroOther,0,M,All Age,57,1
Obesity,Osteo,Obesity-->Osteo,0,All Sex,> 60,162,4
Obesity,Osteo,Obesity-->Osteo,0,All Sex,40 to 60,5,3
Obesity,Osteo,Obesity-->Osteo,0,All Sex,All Age,167,1
Obesity,Osteo,Obesity-->Osteo,0,F,> 60,147,4
Obesity,Osteo,Obesity-->Osteo,0,F,40 to 60,3,3
Obesity,Osteo,Obesity-->Osteo,0,F,All Age,150,1
Obesity,Osteo,Obesity-->Osteo,0,M,> 60,15,4
Obesity,Osteo,Obesity-->Osteo,0,M,40 to 60,2,3
Obesity,Osteo,Obesity-->Osteo,0,M,All Age,17,1
Obesity,Paralysis,Obesity-->Paralysis,0,All Sex,> 60,6,4
Obesity,Paralysis,Obesity-->Paralysis,0,All Sex,40 to 60,12,3
Obesity,Paralysis,Obesity-->Paralysis,0,All Sex,All Age,18,1
Obesity,Paralysis,Obesity-->Paralysis,0,F,> 60,2,4
Obesity,Paralysis,Obesity-->Paralysis,0,F,40 to 60,12,3
Obesity,Paralysis,Obesity-->Paralysis,0,F,All Age,14,1
Obesity,Paralysis,Obesity-->Paralysis,0,M,> 60,4,4
Obesity,Paralysis,Obesity-->Paralysis,0,M,All Age,4,1
Obesity,PUD,Obesity-->PUD,0,All Sex,< 40,1,2
Obesity,PUD,Obesity-->PUD,0,All Sex,40 to 60,3,3
Obesity,PUD,Obesity-->PUD,0,All Sex,All Age,4,1
Obesity,PUD,Obesity-->PUD,0,F,< 40,1,2
Obesity,PUD,Obesity-->PUD,0,F,40 to 60,1,3
Obesity,PUD,Obesity-->PUD,0,F,All Age,2,1
Obesity,PUD,Obesity-->PUD,0,M,40 to 60,2,3
Obesity,PUD,Obesity-->PUD,0,M,All Age,2,1
Obesity,WeightLoss,Obesity-->WeightLoss,0,All Sex,< 40,18,2
Obesity,WeightLoss,Obesity-->WeightLoss,0,All Sex,> 60,7,4
Obesity,WeightLoss,Obesity-->WeightLoss,0,All Sex,40 to 60,5,3
Obesity,WeightLoss,Obesity-->WeightLoss,0,All Sex,All Age,30,1
Obesity,WeightLoss,Obesity-->WeightLoss,0,F,< 40,18,2
Obesity,WeightLoss,Obesity-->WeightLoss,0,F,> 60,6,4
Obesity,WeightLoss,Obesity-->WeightLoss,0,F,40 to 60,3,3
Obesity,WeightLoss,Obesity-->WeightLoss,0,F,All Age,27,1
Obesity,WeightLoss,Obesity-->WeightLoss,0,M,> 60,1,4
Obesity,WeightLoss,Obesity-->WeightLoss,0,M,40 to 60,2,3
Obesity,WeightLoss,Obesity-->WeightLoss,0,M,All Age,3,1
Osteo,Alcohol,Osteo-->Alcohol,0,All Sex,> 60,8,4
Osteo,Alcohol,Osteo-->Alcohol,0,All Sex,40 to 60,7,3
Osteo,Alcohol,Osteo-->Alcohol,0,All Sex,All Age,15,1
Osteo,Alcohol,Osteo-->Alcohol,0,F,> 60,3,4
Osteo,Alcohol,Osteo-->Alcohol,0,F,40 to 60,6,3
Osteo,Alcohol,Osteo-->Alcohol,0,F,All Age,9,1
Osteo,Alcohol,Osteo-->Alcohol,0,M,> 60,5,4
Osteo,Alcohol,Osteo-->Alcohol,0,M,40 to 60,1,3
Osteo,Alcohol,Osteo-->Alcohol,0,M,All Age,6,1
Osteo,Anemia,Osteo-->Anemia,0,All Sex,> 60,23,4
Osteo,Anemia,Osteo-->Anemia,0,All Sex,40 to 60,7,3
Osteo,Anemia,Osteo-->Anemia,0,All Sex,All Age,30,1
Osteo,Anemia,Osteo-->Anemia,0,F,> 60,13,4
Osteo,Anemia,Osteo-->Anemia,0,F,40 to 60,1,3
Osteo,Anemia,Osteo-->Anemia,0,F,All Age,14,1
Osteo,Anemia,Osteo-->Anemia,0,M,> 60,10,4
Osteo,Anemia,Osteo-->Anemia,0,M,40 to 60,6,3
Osteo,Anemia,Osteo-->Anemia,0,M,All Age,16,1
Osteo,AR,Osteo-->AR,1,All Sex,> 60,51,4
Osteo,AR,Osteo-->AR,1,All Sex,40 to 60,3,3
Osteo,AR,Osteo-->AR,1,All Sex,All Age,54,1
Osteo,AR,Osteo-->AR,1,F,> 60,46,4
Osteo,AR,Osteo-->AR,1,F,40 to 60,1,3
Osteo,AR,Osteo-->AR,1,F,All Age,47,1
Osteo,AR,Osteo-->AR,1,M,> 60,5,4
Osteo,AR,Osteo-->AR,1,M,40 to 60,2,3
Osteo,AR,Osteo-->AR,1,M,All Age,7,1
Osteo,AS,Osteo-->AS,1,All Sex,< 40,1,2
Osteo,AS,Osteo-->AS,1,All Sex,> 60,185,4
Osteo,AS,Osteo-->AS,1,All Sex,40 to 60,1,3
Osteo,AS,Osteo-->AS,1,All Sex,All Age,187,1
Osteo,AS,Osteo-->AS,1,F,< 40,1,2
Osteo,AS,Osteo-->AS,1,F,> 60,181,4
Osteo,AS,Osteo-->AS,1,F,All Age,182,1
Osteo,AS,Osteo-->AS,1,M,> 60,4,4
Osteo,AS,Osteo-->AS,1,M,40 to 60,1,3
Osteo,AS,Osteo-->AS,1,M,All Age,5,1
Osteo,BloodLoss,Osteo-->BloodLoss,0,All Sex,> 60,6,4
Osteo,BloodLoss,Osteo-->BloodLoss,0,All Sex,All Age,6,1
Osteo,BloodLoss,Osteo-->BloodLoss,0,F,> 60,5,4
Osteo,BloodLoss,Osteo-->BloodLoss,0,F,All Age,5,1
Osteo,BloodLoss,Osteo-->BloodLoss,0,M,> 60,1,4
Osteo,BloodLoss,Osteo-->BloodLoss,0,M,All Age,1,1
Osteo,BP,Osteo-->BP,1,All Sex,< 40,1,2
Osteo,BP,Osteo-->BP,1,All Sex,> 60,94,4
Osteo,BP,Osteo-->BP,1,All Sex,40 to 60,2,3
Osteo,BP,Osteo-->BP,1,All Sex,All Age,97,1
Osteo,BP,Osteo-->BP,1,F,> 60,65,4
Osteo,BP,Osteo-->BP,1,F,40 to 60,1,3
Osteo,BP,Osteo-->BP,1,F,All Age,66,1
Osteo,BP,Osteo-->BP,1,M,< 40,1,2
Osteo,BP,Osteo-->BP,1,M,> 60,29,4
Osteo,BP,Osteo-->BP,1,M,40 to 60,1,3
Osteo,BP,Osteo-->BP,1,M,All Age,31,1
Osteo,C,Osteo-->C,1,All Sex,< 40,16,2
Osteo,C,Osteo-->C,1,All Sex,> 60,258,4
Osteo,C,Osteo-->C,1,All Sex,40 to 60,184,3
Osteo,C,Osteo-->C,1,All Sex,All Age,458,1
Osteo,C,Osteo-->C,1,F,< 40,11,2
Osteo,C,Osteo-->C,1,F,> 60,90,4
Osteo,C,Osteo-->C,1,F,40 to 60,84,3
Osteo,C,Osteo-->C,1,F,All Age,185,1
Osteo,C,Osteo-->C,1,M,< 40,5,2
Osteo,C,Osteo-->C,1,M,> 60,168,4
Osteo,C,Osteo-->C,1,M,40 to 60,100,3
Osteo,C,Osteo-->C,1,M,All Age,273,1
Osteo,CKD,Osteo-->CKD,1,All Sex,> 60,73,4
Osteo,CKD,Osteo-->CKD,1,All Sex,40 to 60,3,3
Osteo,CKD,Osteo-->CKD,1,All Sex,All Age,76,1
Osteo,CKD,Osteo-->CKD,1,F,> 60,49,4
Osteo,CKD,Osteo-->CKD,1,F,40 to 60,2,3
Osteo,CKD,Osteo-->CKD,1,F,All Age,51,1
Osteo,CKD,Osteo-->CKD,1,M,> 60,24,4
Osteo,CKD,Osteo-->CKD,1,M,40 to 60,1,3
Osteo,CKD,Osteo-->CKD,1,M,All Age,25,1
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,All Sex,< 40,2,2
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,All Sex,> 60,7,4
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,All Sex,40 to 60,8,3
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,All Sex,All Age,17,1
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,F,< 40,1,2
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,F,> 60,2,4
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,F,40 to 60,6,3
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,F,All Age,9,1
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,M,< 40,1,2
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,M,> 60,5,4
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,M,40 to 60,2,3
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,M,All Age,8,1
Osteo,COPD,Osteo-->COPD,1,All Sex,> 60,56,4
Osteo,COPD,Osteo-->COPD,1,All Sex,40 to 60,10,3
Osteo,COPD,Osteo-->COPD,1,All Sex,All Age,66,1
Osteo,COPD,Osteo-->COPD,1,F,> 60,32,4
Osteo,COPD,Osteo-->COPD,1,F,40 to 60,7,3
Osteo,COPD,Osteo-->COPD,1,F,All Age,39,1
Osteo,COPD,Osteo-->COPD,1,M,> 60,24,4
Osteo,COPD,Osteo-->COPD,1,M,40 to 60,3,3
Osteo,COPD,Osteo-->COPD,1,M,All Age,27,1
Osteo,CVD,Osteo-->CVD,1,All Sex,< 40,3,2
Osteo,CVD,Osteo-->CVD,1,All Sex,> 60,254,4
Osteo,CVD,Osteo-->CVD,1,All Sex,40 to 60,43,3
Osteo,CVD,Osteo-->CVD,1,All Sex,All Age,300,1
Osteo,CVD,Osteo-->CVD,1,F,< 40,2,2
Osteo,CVD,Osteo-->CVD,1,F,> 60,159,4
Osteo,CVD,Osteo-->CVD,1,F,40 to 60,16,3
Osteo,CVD,Osteo-->CVD,1,F,All Age,177,1
Osteo,CVD,Osteo-->CVD,1,M,< 40,1,2
Osteo,CVD,Osteo-->CVD,1,M,> 60,95,4
Osteo,CVD,Osteo-->CVD,1,M,40 to 60,27,3
Osteo,CVD,Osteo-->CVD,1,M,All Age,123,1
Osteo,D,Osteo-->D,1,All Sex,> 60,56,4
Osteo,D,Osteo-->D,1,All Sex,40 to 60,37,3
Osteo,D,Osteo-->D,1,All Sex,All Age,93,1
Osteo,D,Osteo-->D,1,F,> 60,29,4
Osteo,D,Osteo-->D,1,F,40 to 60,6,3
Osteo,D,Osteo-->D,1,F,All Age,35,1
Osteo,D,Osteo-->D,1,M,> 60,27,4
Osteo,D,Osteo-->D,1,M,40 to 60,31,3
Osteo,D,Osteo-->D,1,M,All Age,58,1
Osteo,Drugs,Osteo-->Drugs,0,All Sex,> 60,4,4
Osteo,Drugs,Osteo-->Drugs,0,All Sex,All Age,4,1
Osteo,Drugs,Osteo-->Drugs,0,F,> 60,4,4
Osteo,Drugs,Osteo-->Drugs,0,F,All Age,4,1
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,All Sex,< 40,1,2
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,All Sex,> 60,149,4
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,All Sex,40 to 60,33,3
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,All Sex,All Age,183,1
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,F,> 60,121,4
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,F,40 to 60,15,3
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,F,All Age,136,1
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,M,< 40,1,2
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,M,> 60,28,4
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,M,40 to 60,18,3
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,M,All Age,47,1
Osteo,G,Osteo-->G,1,All Sex,40 to 60,2,3
Osteo,G,Osteo-->G,1,All Sex,All Age,2,1
Osteo,G,Osteo-->G,1,F,40 to 60,2,3
Osteo,G,Osteo-->G,1,F,All Age,2,1
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,All Sex,> 60,7,4
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,All Sex,40 to 60,7,3
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,All Sex,All Age,14,1
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,F,> 60,2,4
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,F,40 to 60,1,3
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,F,All Age,3,1
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,M,> 60,5,4
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,M,40 to 60,6,3
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,M,All Age,11,1
Osteo,Liver,Osteo-->Liver,0,All Sex,> 60,3,4
Osteo,Liver,Osteo-->Liver,0,All Sex,40 to 60,13,3
Osteo,Liver,Osteo-->Liver,0,All Sex,All Age,16,1
Osteo,Liver,Osteo-->Liver,0,F,> 60,1,4
Osteo,Liver,Osteo-->Liver,0,F,40 to 60,9,3
Osteo,Liver,Osteo-->Liver,0,F,All Age,10,1
Osteo,Liver,Osteo-->Liver,0,M,> 60,2,4
Osteo,Liver,Osteo-->Liver,0,M,40 to 60,4,3
Osteo,Liver,Osteo-->Liver,0,M,All Age,6,1
Osteo,MHC,Osteo-->MHC,1,All Sex,< 40,1,2
Osteo,MHC,Osteo-->MHC,1,All Sex,> 60,176,4
Osteo,MHC,Osteo-->MHC,1,All Sex,40 to 60,19,3
Osteo,MHC,Osteo-->MHC,1,All Sex,All Age,196,1
Osteo,MHC,Osteo-->MHC,1,F,> 60,168,4
Osteo,MHC,Osteo-->MHC,1,F,40 to 60,5,3
Osteo,MHC,Osteo-->MHC,1,F,All Age,173,1
Osteo,MHC,Osteo-->MHC,1,M,< 40,1,2
Osteo,MHC,Osteo-->MHC,1,M,> 60,8,4
Osteo,MHC,Osteo-->MHC,1,M,40 to 60,14,3
Osteo,MHC,Osteo-->MHC,1,M,All Age,23,1
Osteo,NeuroOther,Osteo-->NeuroOther,0,All Sex,> 60,27,4
Osteo,NeuroOther,Osteo-->NeuroOther,0,All Sex,40 to 60,3,3
Osteo,NeuroOther,Osteo-->NeuroOther,0,All Sex,All Age,30,1
Osteo,NeuroOther,Osteo-->NeuroOther,0,F,> 60,17,4
Osteo,NeuroOther,Osteo-->NeuroOther,0,F,40 to 60,2,3
Osteo,NeuroOther,Osteo-->NeuroOther,0,F,All Age,19,1
Osteo,NeuroOther,Osteo-->NeuroOther,0,M,> 60,10,4
Osteo,NeuroOther,Osteo-->NeuroOther,0,M,40 to 60,1,3
Osteo,NeuroOther,Osteo-->NeuroOther,0,M,All Age,11,1
Osteo,Obesity,Osteo-->Obesity,0,All Sex,< 40,1,2
Osteo,Obesity,Osteo-->Obesity,0,All Sex,> 60,158,4
Osteo,Obesity,Osteo-->Obesity,0,All Sex,40 to 60,4,3
Osteo,Obesity,Osteo-->Obesity,0,All Sex,All Age,163,1
Osteo,Obesity,Osteo-->Obesity,0,F,< 40,1,2
Osteo,Obesity,Osteo-->Obesity,0,F,> 60,146,4
Osteo,Obesity,Osteo-->Obesity,0,F,40 to 60,4,3
Osteo,Obesity,Osteo-->Obesity,0,F,All Age,151,1
Osteo,Obesity,Osteo-->Obesity,0,M,> 60,12,4
Osteo,Obesity,Osteo-->Obesity,0,M,All Age,12,1
Osteo,Paralysis,Osteo-->Paralysis,0,All Sex,> 60,7,4
Osteo,Paralysis,Osteo-->Paralysis,0,All Sex,All Age,7,1
Osteo,Paralysis,Osteo-->Paralysis,0,F,> 60,1,4
Osteo,Paralysis,Osteo-->Paralysis,0,F,All Age,1,1
Osteo,Paralysis,Osteo-->Paralysis,0,M,> 60,6,4
Osteo,Paralysis,Osteo-->Paralysis,0,M,All Age,6,1
Osteo,PUD,Osteo-->PUD,0,All Sex,> 60,7,4
Osteo,PUD,Osteo-->PUD,0,All Sex,All Age,7,1
Osteo,PUD,Osteo-->PUD,0,F,> 60,4,4
Osteo,PUD,Osteo-->PUD,0,F,All Age,4,1
Osteo,PUD,Osteo-->PUD,0,M,> 60,3,4
Osteo,PUD,Osteo-->PUD,0,M,All Age,3,1
Osteo,WeightLoss,Osteo-->WeightLoss,0,All Sex,< 40,2,2
Osteo,WeightLoss,Osteo-->WeightLoss,0,All Sex,> 60,62,4
Osteo,WeightLoss,Osteo-->WeightLoss,0,All Sex,40 to 60,14,3
Osteo,WeightLoss,Osteo-->WeightLoss,0,All Sex,All Age,78,1
Osteo,WeightLoss,Osteo-->WeightLoss,0,F,< 40,2,2
