cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,instance,age_group_sort,develop_type,link,cases,MU,SD,prob,z,p,odds,odds_order,link_label,d_type_order
Alcohol,Anemia,Alcohol-->Anemia,0,All Sex,< 40,39,2,overall,383,4681,12.221932114882506,19.439538147229193,0.83,-27,0,Very Unlikely,1,Prob: 0.83% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,All Sex,All Age,36,1,overall,577,69302,120.10745233968804,216.3153776332515,0.05,9.3,0,Very Likely,3,Prob: 0.05% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,All Sex,All Age,36,1,from,23,2764,120.17391304347827,142.63228379103603,1.3,2.8,0.01,Very Likely,3,Prob: 1.3% | p: 0.01,2
WeightLoss,AR,WeightLoss-->AR,0,F,< 40,4,2,overall,335,3002,8.961194029850747,12.76790694169646,0.13,7.1,0,Very Likely,3,Prob: 0.13% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,F,< 40,4,2,from,15,119,7.933333333333334,8.622782668743364,3.36,1.8,0.099,Neutral,2,Prob: 3.36% | p: 0.099,2
WeightLoss,AR,WeightLoss-->AR,0,F,> 60,16,4,overall,508,24451,48.131889763779526,84.94760147771233,0.07,8.5,0,Very Likely,3,Prob: 0.07% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,F,> 60,16,4,from,22,1055,47.95454545454545,56.559683834846844,1.52,2.6,0.015,Very Likely,3,Prob: 1.52% | p: 0.015,2
WeightLoss,AR,WeightLoss-->AR,0,F,40 to 60,1,3,overall,424,7467,17.610849056603772,24.472534423744737,0.01,14,0,Very Likely,3,Prob: 0.01% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,F,40 to 60,1,3,from,20,216,10.8,13.559226806088443,0.46,3.2,0.004,Very Likely,3,Prob: 0.46% | p: 0.004,2
WeightLoss,AR,WeightLoss-->AR,0,F,All Age,21,1,overall,546,34920,63.956043956043956,105.21942947740376,0.06,9.5,0,Very Likely,3,Prob: 0.06% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,F,All Age,21,1,from,23,1390,60.43478260869565,70.17758388996027,1.51,2.7,0.013,Very Likely,3,Prob: 1.51% | p: 0.013,2
WeightLoss,AR,WeightLoss-->AR,0,M,< 40,1,2,overall,262,1679,6.408396946564886,9.638941915573069,0.06,9.1,0,Very Likely,3,Prob: 0.06% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,M,< 40,1,2,from,12,43,3.5833333333333335,4.962739956796837,2.33,1.8,0.099,Neutral,2,Prob: 2.33% | p: 0.099,2
WeightLoss,AR,WeightLoss-->AR,0,M,> 60,7,4,overall,493,25457,51.6369168356998,96.7984034517098,0.03,10.2,0,Very Likely,3,Prob: 0.03% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,M,> 60,7,4,from,21,1122,53.42857142857143,64.16507728396454,0.62,3.3,0.003,Very Likely,3,Prob: 0.62% | p: 0.003,2
WeightLoss,AR,WeightLoss-->AR,0,M,40 to 60,7,3,overall,424,7246,17.089622641509433,32.90305964703321,0.1,6.3,0,Very Likely,3,Prob: 0.1% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,M,40 to 60,7,3,from,18,209,11.61111111111111,11.014102665053557,3.35,1.8,0.094,Neutral,2,Prob: 3.35% | p: 0.094,2
WeightLoss,AR,WeightLoss-->AR,0,M,All Age,15,1,overall,539,34382,63.788497217068645,122.98907293230812,0.04,9.2,0,Very Likely,3,Prob: 0.04% | p: 0,2
WeightLoss,AR,WeightLoss-->AR,0,M,All Age,15,1,from,23,1374,59.73913043478261,75.61398222749807,1.09,2.8,0.01,Very Likely,3,Prob: 1.09% | p: 0.01,2
WeightLoss,AS,WeightLoss-->AS,0,All Sex,< 40,2,2,overall,383,4681,12.221932114882506,19.439538147229193,0.04,10.3,0,Very Likely,3,Prob: 0.04% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,All Sex,< 40,2,2,from,17,162,9.529411764705882,12.298971740855125,1.23,2.5,0.023,Very Likely,3,Prob: 1.23% | p: 0.023,2
WeightLoss,AS,WeightLoss-->AS,0,All Sex,> 60,10,4,overall,547,49908,91.23948811700183,169.02142194170352,0.02,11.2,0,Very Likely,3,Prob: 0.02% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,All Sex,> 60,10,4,from,22,2177,98.95454545454545,117.8528045902326,0.46,3.5,0.002,Very Likely,3,Prob: 0.46% | p: 0.002,2
WeightLoss,AS,WeightLoss-->AS,0,All Sex,40 to 60,2,3,overall,489,14713,30.0879345603272,52.87491461865575,0.01,11.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,All Sex,40 to 60,2,3,from,20,425,21.25,22.444961924438047,0.47,3.8,0.001,Very Likely,3,Prob: 0.47% | p: 0.001,2
WeightLoss,AS,WeightLoss-->AS,0,All Sex,All Age,14,1,overall,577,69302,120.10745233968804,216.3153776332515,0.02,11.8,0,Very Likely,3,Prob: 0.02% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,All Sex,All Age,14,1,from,23,2764,120.17391304347827,142.63228379103603,0.51,3.6,0.002,Very Likely,3,Prob: 0.51% | p: 0.002,2
WeightLoss,AS,WeightLoss-->AS,0,F,< 40,2,2,overall,335,3002,8.961194029850747,12.76790694169646,0.07,10,0,Very Likely,3,Prob: 0.07% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,F,< 40,2,2,from,15,119,7.933333333333334,8.622782668743364,1.68,2.7,0.018,Very Likely,3,Prob: 1.68% | p: 0.018,2
WeightLoss,AS,WeightLoss-->AS,0,F,> 60,9,4,overall,508,24451,48.131889763779526,84.94760147771233,0.04,10.4,0,Very Likely,3,Prob: 0.04% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,F,> 60,9,4,from,22,1055,47.95454545454545,56.559683834846844,0.85,3.2,0.004,Very Likely,3,Prob: 0.85% | p: 0.004,2
WeightLoss,AS,WeightLoss-->AS,0,F,40 to 60,1,3,overall,424,7467,17.610849056603772,24.472534423744737,0.01,14,0,Very Likely,3,Prob: 0.01% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,F,40 to 60,1,3,from,20,216,10.8,13.559226806088443,0.46,3.2,0.004,Very Likely,3,Prob: 0.46% | p: 0.004,2
WeightLoss,AS,WeightLoss-->AS,0,F,All Age,12,1,overall,546,34920,63.956043956043956,105.21942947740376,0.03,11.5,0,Very Likely,3,Prob: 0.03% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,F,All Age,12,1,from,23,1390,60.43478260869565,70.17758388996027,0.86,3.3,0.003,Very Likely,3,Prob: 0.86% | p: 0.003,2
WeightLoss,AS,WeightLoss-->AS,0,M,> 60,1,4,overall,493,25457,51.6369168356998,96.7984034517098,0,11.6,0,Very Likely,3,Prob: 0% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,M,> 60,1,4,from,21,1122,53.42857142857143,64.16507728396454,0.09,3.7,0.001,Very Likely,3,Prob: 0.09% | p: 0.001,2
WeightLoss,AS,WeightLoss-->AS,0,M,40 to 60,1,3,overall,424,7246,17.089622641509433,32.90305964703321,0.01,10.1,0,Very Likely,3,Prob: 0.01% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,M,40 to 60,1,3,from,18,209,11.61111111111111,11.014102665053557,0.48,4.1,0.001,Very Likely,3,Prob: 0.48% | p: 0.001,2
WeightLoss,AS,WeightLoss-->AS,0,M,All Age,2,1,overall,539,34382,63.788497217068645,122.98907293230812,0.01,11.7,0,Very Likely,3,Prob: 0.01% | p: 0,2
WeightLoss,AS,WeightLoss-->AS,0,M,All Age,2,1,from,23,1374,59.73913043478261,75.61398222749807,0.15,3.7,0.001,Very Likely,3,Prob: 0.15% | p: 0.001,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,All Sex,> 60,15,4,overall,547,49908,91.23948811700183,169.02142194170352,0.03,10.5,0,Very Likely,3,Prob: 0.03% | p: 0,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,All Sex,> 60,15,4,from,22,2177,98.95454545454545,117.8528045902326,0.69,3.3,0.003,Very Likely,3,Prob: 0.69% | p: 0.003,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,All Sex,40 to 60,6,3,overall,489,14713,30.0879345603272,52.87491461865575,0.04,10.1,0,Very Likely,3,Prob: 0.04% | p: 0,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,All Sex,40 to 60,6,3,from,20,425,21.25,22.444961924438047,1.41,3,0.007,Very Likely,3,Prob: 1.41% | p: 0.007,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,All Sex,All Age,21,1,overall,577,69302,120.10745233968804,216.3153776332515,0.03,11,0,Very Likely,3,Prob: 0.03% | p: 0,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,All Sex,All Age,21,1,from,23,2764,120.17391304347827,142.63228379103603,0.76,3.3,0.003,Very Likely,3,Prob: 0.76% | p: 0.003,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,F,> 60,11,4,overall,508,24451,48.131889763779526,84.94760147771233,0.04,9.9,0,Very Likely,3,Prob: 0.04% | p: 0,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,F,> 60,11,4,from,22,1055,47.95454545454545,56.559683834846844,1.04,3.1,0.006,Very Likely,3,Prob: 1.04% | p: 0.006,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,F,40 to 60,6,3,overall,424,7467,17.610849056603772,24.472534423744737,0.08,9.8,0,Very Likely,3,Prob: 0.08% | p: 0,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,F,40 to 60,6,3,from,20,216,10.8,13.559226806088443,2.78,1.6,0.13,Neutral,2,Prob: 2.78% | p: 0.13,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,F,All Age,17,1,overall,546,34920,63.956043956043956,105.21942947740376,0.05,10.4,0,Very Likely,3,Prob: 0.05% | p: 0,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,F,All Age,17,1,from,23,1390,60.43478260869565,70.17758388996027,1.22,3,0.007,Very Likely,3,Prob: 1.22% | p: 0.007,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,M,> 60,4,4,overall,493,25457,51.6369168356998,96.7984034517098,0.02,10.9,0,Very Likely,3,Prob: 0.02% | p: 0,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,M,> 60,4,4,from,21,1122,53.42857142857143,64.16507728396454,0.36,3.5,0.002,Very Likely,3,Prob: 0.36% | p: 0.002,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,M,All Age,4,1,overall,539,34382,63.788497217068645,122.98907293230812,0.01,11.3,0,Very Likely,3,Prob: 0.01% | p: 0,2
WeightLoss,BloodLoss,WeightLoss-->BloodLoss,0,M,All Age,4,1,from,23,1374,59.73913043478261,75.61398222749807,0.29,3.5,0.002,Very Likely,3,Prob: 0.29% | p: 0.002,2
WeightLoss,BP,WeightLoss-->BP,0,All Sex,< 40,12,2,overall,383,4681,12.221932114882506,19.439538147229193,0.26,0.2,0.823,Neutral,2,Prob: 0.26% | p: 0.823,2
WeightLoss,BP,WeightLoss-->BP,0,All Sex,< 40,12,2,from,17,162,9.529411764705882,12.298971740855125,7.41,-0.8,0.42,Neutral,2,Prob: 7.41% | p: 0.42,2
WeightLoss,BP,WeightLoss-->BP,0,All Sex,> 60,83,4,overall,547,49908,91.23948811700183,169.02142194170352,0.17,1.1,0.255,Neutral,2,Prob: 0.17% | p: 0.255,2
WeightLoss,BP,WeightLoss-->BP,0,All Sex,> 60,83,4,from,22,2177,98.95454545454545,117.8528045902326,3.81,0.6,0.532,Neutral,2,Prob: 3.81% | p: 0.532,2
WeightLoss,BP,WeightLoss-->BP,0,All Sex,40 to 60,16,3,overall,489,14713,30.0879345603272,52.87491461865575,0.11,5.9,0,Very Likely,3,Prob: 0.11% | p: 0,2
WeightLoss,BP,WeightLoss-->BP,0,All Sex,40 to 60,16,3,from,20,425,21.25,22.444961924438047,3.76,1,0.309,Neutral,2,Prob: 3.76% | p: 0.309,2
WeightLoss,BP,WeightLoss-->BP,0,All Sex,All Age,111,1,overall,577,69302,120.10745233968804,216.3153776332515,0.16,1,0.312,Neutral,2,Prob: 0.16% | p: 0.312,2
WeightLoss,BP,WeightLoss-->BP,0,All Sex,All Age,111,1,from,23,2764,120.17391304347827,142.63228379103603,4.02,0.3,0.761,Neutral,2,Prob: 4.02% | p: 0.761,2
WeightLoss,BP,WeightLoss-->BP,0,F,< 40,10,2,overall,335,3002,8.961194029850747,12.76790694169646,0.33,-1.5,0.137,Neutral,2,Prob: 0.33% | p: 0.137,2
WeightLoss,BP,WeightLoss-->BP,0,F,< 40,10,2,from,15,119,7.933333333333334,8.622782668743364,8.4,-0.9,0.369,Neutral,2,Prob: 8.4% | p: 0.369,2
WeightLoss,BP,WeightLoss-->BP,0,F,> 60,57,4,overall,508,24451,48.131889763779526,84.94760147771233,0.23,-2.4,0.019,Very Unlikely,1,Prob: 0.23% | p: 0.019,2
WeightLoss,BP,WeightLoss-->BP,0,F,> 60,57,4,from,22,1055,47.95454545454545,56.559683834846844,5.4,-0.8,0.462,Neutral,2,Prob: 5.4% | p: 0.462,2
WeightLoss,BP,WeightLoss-->BP,0,F,40 to 60,16,3,overall,424,7467,17.610849056603772,24.472534423744737,0.21,1.4,0.176,Neutral,2,Prob: 0.21% | p: 0.176,2
WeightLoss,BP,WeightLoss-->BP,0,F,40 to 60,16,3,from,20,216,10.8,13.559226806088443,7.41,-1.7,0.103,Neutral,2,Prob: 7.41% | p: 0.103,2
WeightLoss,BP,WeightLoss-->BP,0,F,All Age,83,1,overall,546,34920,63.956043956043956,105.21942947740376,0.24,-4.2,0,Very Unlikely,1,Prob: 0.24% | p: 0,2
WeightLoss,BP,WeightLoss-->BP,0,F,All Age,83,1,from,23,1390,60.43478260869565,70.17758388996027,5.97,-1.5,0.137,Neutral,2,Prob: 5.97% | p: 0.137,2
WeightLoss,BP,WeightLoss-->BP,0,M,< 40,2,2,overall,262,1679,6.408396946564886,9.638941915573069,0.12,7.4,0,Very Likely,3,Prob: 0.12% | p: 0,2
WeightLoss,BP,WeightLoss-->BP,0,M,< 40,2,2,from,12,43,3.5833333333333335,4.962739956796837,4.65,1.1,0.293,Neutral,2,Prob: 4.65% | p: 0.293,2
WeightLoss,BP,WeightLoss-->BP,0,M,> 60,26,4,overall,493,25457,51.6369168356998,96.7984034517098,0.1,5.9,0,Very Likely,3,Prob: 0.1% | p: 0,2
WeightLoss,BP,WeightLoss-->BP,0,M,> 60,26,4,from,21,1122,53.42857142857143,64.16507728396454,2.32,2,0.064,Very Likely,3,Prob: 2.32% | p: 0.064,2
WeightLoss,BP,WeightLoss-->BP,0,M,All Age,28,1,overall,539,34382,63.788497217068645,122.98907293230812,0.08,6.8,0,Very Likely,3,Prob: 0.08% | p: 0,2
WeightLoss,BP,WeightLoss-->BP,0,M,All Age,28,1,from,23,1374,59.73913043478261,75.61398222749807,2.04,2,0.057,Very Likely,3,Prob: 2.04% | p: 0.057,2
WeightLoss,C,WeightLoss-->C,0,All Sex,< 40,5,2,overall,383,4681,12.221932114882506,19.439538147229193,0.11,7.3,0,Very Likely,3,Prob: 0.11% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,All Sex,< 40,5,2,from,17,162,9.529411764705882,12.298971740855125,3.09,1.5,0.148,Neutral,2,Prob: 3.09% | p: 0.148,2
WeightLoss,C,WeightLoss-->C,0,All Sex,> 60,300,4,overall,547,49908,91.23948811700183,169.02142194170352,0.6,-28.9,0,Very Unlikely,1,Prob: 0.6% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,All Sex,> 60,300,4,from,22,2177,98.95454545454545,117.8528045902326,13.78,-8,0,Very Unlikely,1,Prob: 13.78% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,All Sex,40 to 60,46,3,overall,489,14713,30.0879345603272,52.87491461865575,0.31,-6.7,0,Very Unlikely,1,Prob: 0.31% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,All Sex,40 to 60,46,3,from,20,425,21.25,22.444961924438047,10.82,-4.9,0,Very Unlikely,1,Prob: 10.82% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,All Sex,All Age,351,1,overall,577,69302,120.10745233968804,216.3153776332515,0.51,-25.6,0,Very Unlikely,1,Prob: 0.51% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,All Sex,All Age,351,1,from,23,2764,120.17391304347827,142.63228379103603,12.7,-7.8,0,Very Unlikely,1,Prob: 12.7% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,F,< 40,3,2,overall,335,3002,8.961194029850747,12.76790694169646,0.1,8.5,0,Very Likely,3,Prob: 0.1% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,F,< 40,3,2,from,15,119,7.933333333333334,8.622782668743364,2.52,2.2,0.044,Very Likely,3,Prob: 2.52% | p: 0.044,2
WeightLoss,C,WeightLoss-->C,0,F,> 60,133,4,overall,508,24451,48.131889763779526,84.94760147771233,0.54,-22.5,0,Very Unlikely,1,Prob: 0.54% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,F,> 60,133,4,from,22,1055,47.95454545454545,56.559683834846844,12.61,-7.1,0,Very Unlikely,1,Prob: 12.61% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,F,40 to 60,13,3,overall,424,7467,17.610849056603772,24.472534423744737,0.17,3.9,0,Very Likely,3,Prob: 0.17% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,F,40 to 60,13,3,from,20,216,10.8,13.559226806088443,6.02,-0.7,0.477,Neutral,2,Prob: 6.02% | p: 0.477,2
WeightLoss,C,WeightLoss-->C,0,F,All Age,149,1,overall,546,34920,63.956043956043956,105.21942947740376,0.43,-18.9,0,Very Unlikely,1,Prob: 0.43% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,F,All Age,149,1,from,23,1390,60.43478260869565,70.17758388996027,10.72,-6.1,0,Very Unlikely,1,Prob: 10.72% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,M,< 40,2,2,overall,262,1679,6.408396946564886,9.638941915573069,0.12,7.4,0,Very Likely,3,Prob: 0.12% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,M,< 40,2,2,from,12,43,3.5833333333333335,4.962739956796837,4.65,1.1,0.293,Neutral,2,Prob: 4.65% | p: 0.293,2
WeightLoss,C,WeightLoss-->C,0,M,> 60,167,4,overall,493,25457,51.6369168356998,96.7984034517098,0.66,-26.5,0,Very Unlikely,1,Prob: 0.66% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,M,> 60,167,4,from,21,1122,53.42857142857143,64.16507728396454,14.88,-8.1,0,Very Unlikely,1,Prob: 14.88% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,M,40 to 60,33,3,overall,424,7246,17.089622641509433,32.90305964703321,0.46,-10,0,Very Unlikely,1,Prob: 0.46% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,M,40 to 60,33,3,from,18,209,11.61111111111111,11.014102665053557,15.79,-8.2,0,Very Unlikely,1,Prob: 15.79% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,M,All Age,202,1,overall,539,34382,63.788497217068645,122.98907293230812,0.59,-26.1,0,Very Unlikely,1,Prob: 0.59% | p: 0,2
WeightLoss,C,WeightLoss-->C,0,M,All Age,202,1,from,23,1374,59.73913043478261,75.61398222749807,14.7,-9,0,Very Unlikely,1,Prob: 14.7% | p: 0,2
WeightLoss,CKD,WeightLoss-->CKD,0,All Sex,> 60,87,4,overall,547,49908,91.23948811700183,169.02142194170352,0.17,0.6,0.558,Neutral,2,Prob: 0.17% | p: 0.558,2
WeightLoss,CKD,WeightLoss-->CKD,0,All Sex,> 60,87,4,from,22,2177,98.95454545454545,117.8528045902326,4,0.5,0.639,Neutral,2,Prob: 4% | p: 0.639,2
WeightLoss,CKD,WeightLoss-->CKD,0,All Sex,40 to 60,6,3,overall,489,14713,30.0879345603272,52.87491461865575,0.04,10.1,0,Very Likely,3,Prob: 0.04% | p: 0,2
WeightLoss,CKD,WeightLoss-->CKD,0,All Sex,40 to 60,6,3,from,20,425,21.25,22.444961924438047,1.41,3,0.007,Very Likely,3,Prob: 1.41% | p: 0.007,2
WeightLoss,CKD,WeightLoss-->CKD,0,All Sex,All Age,93,1,overall,577,69302,120.10745233968804,216.3153776332515,0.13,3,0.003,Very Likely,3,Prob: 0.13% | p: 0.003,2
WeightLoss,CKD,WeightLoss-->CKD,0,All Sex,All Age,93,1,from,23,2764,120.17391304347827,142.63228379103603,3.36,0.9,0.371,Neutral,2,Prob: 3.36% | p: 0.371,2
WeightLoss,CKD,WeightLoss-->CKD,0,F,> 60,23,4,overall,508,24451,48.131889763779526,84.94760147771233,0.09,6.7,0,Very Likely,3,Prob: 0.09% | p: 0,2
WeightLoss,CKD,WeightLoss-->CKD,0,F,> 60,23,4,from,22,1055,47.95454545454545,56.559683834846844,2.18,2.1,0.051,Very Likely,3,Prob: 2.18% | p: 0.051,2
WeightLoss,CKD,WeightLoss-->CKD,0,F,40 to 60,3,3,overall,424,7467,17.610849056603772,24.472534423744737,0.04,12.3,0,Very Likely,3,Prob: 0.04% | p: 0,2
WeightLoss,CKD,WeightLoss-->CKD,0,F,40 to 60,3,3,from,20,216,10.8,13.559226806088443,1.39,2.6,0.019,Very Likely,3,Prob: 1.39% | p: 0.019,2
WeightLoss,CKD,WeightLoss-->CKD,0,F,All Age,26,1,overall,546,34920,63.956043956043956,105.21942947740376,0.07,8.4,0,Very Likely,3,Prob: 0.07% | p: 0,2
WeightLoss,CKD,WeightLoss-->CKD,0,F,All Age,26,1,from,23,1390,60.43478260869565,70.17758388996027,1.87,2.4,0.028,Very Likely,3,Prob: 1.87% | p: 0.028,2
WeightLoss,CKD,WeightLoss-->CKD,0,M,> 60,64,4,overall,493,25457,51.6369168356998,96.7984034517098,0.25,-2.8,0.005,Very Unlikely,1,Prob: 0.25% | p: 0.005,2
WeightLoss,CKD,WeightLoss-->CKD,0,M,> 60,64,4,from,21,1122,53.42857142857143,64.16507728396454,5.7,-0.8,0.459,Neutral,2,Prob: 5.7% | p: 0.459,2
WeightLoss,CKD,WeightLoss-->CKD,0,M,40 to 60,3,3,overall,424,7246,17.089622641509433,32.90305964703321,0.04,8.8,0,Very Likely,3,Prob: 0.04% | p: 0,2
WeightLoss,CKD,WeightLoss-->CKD,0,M,40 to 60,3,3,from,18,209,11.61111111111111,11.014102665053557,1.44,3.3,0.004,Very Likely,3,Prob: 1.44% | p: 0.004,2
WeightLoss,CKD,WeightLoss-->CKD,0,M,All Age,67,1,overall,539,34382,63.788497217068645,122.98907293230812,0.19,-0.6,0.545,Neutral,2,Prob: 0.19% | p: 0.545,2
WeightLoss,CKD,WeightLoss-->CKD,0,M,All Age,67,1,from,23,1374,59.73913043478261,75.61398222749807,4.88,-0.5,0.65,Neutral,2,Prob: 4.88% | p: 0.65,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,All Sex,< 40,5,2,overall,383,4681,12.221932114882506,19.439538147229193,0.11,7.3,0,Very Likely,3,Prob: 0.11% | p: 0,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,All Sex,< 40,5,2,from,17,162,9.529411764705882,12.298971740855125,3.09,1.5,0.148,Neutral,2,Prob: 3.09% | p: 0.148,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,All Sex,> 60,110,4,overall,547,49908,91.23948811700183,169.02142194170352,0.22,-2.6,0.01,Very Unlikely,1,Prob: 0.22% | p: 0.01,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,All Sex,> 60,110,4,from,22,2177,98.95454545454545,117.8528045902326,5.05,-0.4,0.665,Neutral,2,Prob: 5.05% | p: 0.665,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,All Sex,40 to 60,16,3,overall,489,14713,30.0879345603272,52.87491461865575,0.11,5.9,0,Very Likely,3,Prob: 0.11% | p: 0,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,All Sex,40 to 60,16,3,from,20,425,21.25,22.444961924438047,3.76,1,0.309,Neutral,2,Prob: 3.76% | p: 0.309,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,All Sex,All Age,131,1,overall,577,69302,120.10745233968804,216.3153776332515,0.19,-1.2,0.227,Neutral,2,Prob: 0.19% | p: 0.227,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,All Sex,All Age,131,1,from,23,2764,120.17391304347827,142.63228379103603,4.74,-0.4,0.719,Neutral,2,Prob: 4.74% | p: 0.719,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,F,< 40,3,2,overall,335,3002,8.961194029850747,12.76790694169646,0.1,8.5,0,Very Likely,3,Prob: 0.1% | p: 0,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,F,< 40,3,2,from,15,119,7.933333333333334,8.622782668743364,2.52,2.2,0.044,Very Likely,3,Prob: 2.52% | p: 0.044,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,F,> 60,69,4,overall,508,24451,48.131889763779526,84.94760147771233,0.28,-5.5,0,Very Unlikely,1,Prob: 0.28% | p: 0,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,F,> 60,69,4,from,22,1055,47.95454545454545,56.559683834846844,6.54,-1.7,0.096,Neutral,2,Prob: 6.54% | p: 0.096,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,F,40 to 60,11,3,overall,424,7467,17.610849056603772,24.472534423744737,0.15,5.6,0,Very Likely,3,Prob: 0.15% | p: 0,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,F,40 to 60,11,3,from,20,216,10.8,13.559226806088443,5.09,-0.1,0.948,Neutral,2,Prob: 5.09% | p: 0.948,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,F,All Age,83,1,overall,546,34920,63.956043956043956,105.21942947740376,0.24,-4.2,0,Very Unlikely,1,Prob: 0.24% | p: 0,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,F,All Age,83,1,from,23,1390,60.43478260869565,70.17758388996027,5.97,-1.5,0.137,Neutral,2,Prob: 5.97% | p: 0.137,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,M,< 40,2,2,overall,262,1679,6.408396946564886,9.638941915573069,0.12,7.4,0,Very Likely,3,Prob: 0.12% | p: 0,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,M,< 40,2,2,from,12,43,3.5833333333333335,4.962739956796837,4.65,1.1,0.293,Neutral,2,Prob: 4.65% | p: 0.293,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,M,> 60,41,4,overall,493,25457,51.6369168356998,96.7984034517098,0.16,2.4,0.015,Very Likely,3,Prob: 0.16% | p: 0.015,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,M,> 60,41,4,from,21,1122,53.42857142857143,64.16507728396454,3.65,0.9,0.385,Neutral,2,Prob: 3.65% | p: 0.385,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,M,40 to 60,5,3,overall,424,7246,17.089622641509433,32.90305964703321,0.07,7.6,0,Very Likely,3,Prob: 0.07% | p: 0,2
WeightLoss,Coagulopathy,WeightLoss-->Coagulopathy,0,M,40 to 60,5,3,from,18,209,11.61111111111111,11.014102665053557,2.39,2.5,0.021,Very Likely,3,Prob: 2.39% | p: 0.021,2
