from,to,width,color,title,gender,age_group,develop_year,is_significant,cd_from_to,significance,symbol,width_color
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.020 *</p>,All Sex,40 to 60,Within 10 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.024 *</p>,All Sex,40 to 60,All Years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.041 *</p>,All Sex,All Age,Within 2 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.037 *</p>,All Sex,All Age,Within 5 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.040 *</p>,All Sex,All Age,Within 10 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.041 *</p>,All Sex,All Age,All Years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.060 --</p>,F,< 40,Within 2 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.046 *</p>,F,< 40,Within 5 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.047 *</p>,F,< 40,Within 10 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.025 *</p>,F,< 40,All Years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.029 *</p>,F,> 60,Within 2 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.022 *</p>,F,> 60,Within 5 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.024 *</p>,F,> 60,Within 10 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.022 *</p>,F,> 60,All Years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.021 *</p>,F,40 to 60,Within 2 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.018 *</p>,F,40 to 60,Within 5 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.021 *</p>,F,40 to 60,Within 10 years,1,CVD-->MHC,Significant,*,b
CVD,MHC,1.5,#F4A582,<p><b>CVD-->MHC</b></p><p>P value: 0.022 *</p>,F,40 to 60,All Years,1,CVD-->MHC,Significant,*,b
CVD,MHC,3,#92C5DE,<p><b>CVD-->MHC</b></p><p>P value: 0.010 **</p>,F,All Age,Within 2 years,1,CVD-->MHC,Very Significant,**,c
CVD,MHC,3,#92C5DE,<p><b>CVD-->MHC</b></p><p>P value: 0.007 **</p>,F,All Age,Within 5 years,1,CVD-->MHC,Very Significant,**,c
CVD,MHC,3,#92C5DE,<p><b>CVD-->MHC</b></p><p>P value: 0.008 **</p>,F,All Age,Within 10 years,1,CVD-->MHC,Very Significant,**,c
CVD,MHC,3,#92C5DE,<p><b>CVD-->MHC</b></p><p>P value: 0.008 **</p>,F,All Age,All Years,1,CVD-->MHC,Very Significant,**,c
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.476 --</p>,M,< 40,Within 2 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.439 --</p>,M,< 40,Within 5 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.442 --</p>,M,< 40,Within 10 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.434 --</p>,M,< 40,All Years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.314 --</p>,M,> 60,Within 2 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.299 --</p>,M,> 60,Within 5 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.297 --</p>,M,> 60,Within 10 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.302 --</p>,M,> 60,All Years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.052 --</p>,M,40 to 60,Within 2 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.054 --</p>,M,40 to 60,Within 5 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.054 --</p>,M,40 to 60,Within 10 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.061 --</p>,M,40 to 60,All Years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.172 --</p>,M,All Age,Within 2 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.170 --</p>,M,All Age,Within 5 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.171 --</p>,M,All Age,Within 10 years,0,CVD-->MHC,Not Significant,--,a
CVD,MHC,1,#CA0020,<p><b>CVD-->MHC</b></p><p>P value: 0.177 --</p>,M,All Age,All Years,0,CVD-->MHC,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.688 --</p>,All Sex,< 40,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.694 --</p>,All Sex,< 40,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.696 --</p>,All Sex,< 40,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.700 --</p>,All Sex,< 40,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.523 --</p>,All Sex,> 60,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.524 --</p>,All Sex,> 60,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.522 --</p>,All Sex,> 60,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.526 --</p>,All Sex,> 60,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.585 --</p>,All Sex,40 to 60,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.580 --</p>,All Sex,40 to 60,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.582 --</p>,All Sex,40 to 60,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.576 --</p>,All Sex,40 to 60,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.528 --</p>,All Sex,All Age,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.529 --</p>,All Sex,All Age,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.530 --</p>,All Sex,All Age,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.533 --</p>,All Sex,All Age,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.721 --</p>,F,< 40,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.728 --</p>,F,< 40,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.730 --</p>,F,< 40,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.733 --</p>,F,< 40,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.559 --</p>,F,> 60,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.552 --</p>,F,> 60,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.544 --</p>,F,> 60,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.547 --</p>,F,> 60,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.599 --</p>,F,40 to 60,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.602 --</p>,F,40 to 60,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.601 --</p>,F,40 to 60,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.606 --</p>,F,40 to 60,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.553 --</p>,F,All Age,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.551 --</p>,F,All Age,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.546 --</p>,F,All Age,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.553 --</p>,F,All Age,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.712 --</p>,M,< 40,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.710 --</p>,M,< 40,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.713 --</p>,M,< 40,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.712 --</p>,M,< 40,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.527 --</p>,M,> 60,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.532 --</p>,M,> 60,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.535 --</p>,M,> 60,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.540 --</p>,M,> 60,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.632 --</p>,M,40 to 60,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.617 --</p>,M,40 to 60,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.618 --</p>,M,40 to 60,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.597 --</p>,M,40 to 60,All Years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.530 --</p>,M,All Age,Within 2 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.534 --</p>,M,All Age,Within 5 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.538 --</p>,M,All Age,Within 10 years,0,D-->AR,Not Significant,--,a
D,AR,1,#CA0020,<p><b>D-->AR</b></p><p>P value: 0.538 --</p>,M,All Age,All Years,0,D-->AR,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.628 --</p>,All Sex,< 40,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.617 --</p>,All Sex,< 40,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.619 --</p>,All Sex,< 40,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.625 --</p>,All Sex,< 40,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.549 --</p>,All Sex,> 60,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.551 --</p>,All Sex,> 60,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.551 --</p>,All Sex,> 60,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.552 --</p>,All Sex,> 60,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.532 --</p>,All Sex,40 to 60,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.529 --</p>,All Sex,40 to 60,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.526 --</p>,All Sex,40 to 60,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.523 --</p>,All Sex,40 to 60,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.530 --</p>,All Sex,All Age,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.531 --</p>,All Sex,All Age,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.532 --</p>,All Sex,All Age,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.533 --</p>,All Sex,All Age,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.629 --</p>,F,< 40,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.610 --</p>,F,< 40,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.612 --</p>,F,< 40,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.622 --</p>,F,< 40,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.503 --</p>,F,> 60,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.499 --</p>,F,> 60,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.496 --</p>,F,> 60,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.501 --</p>,F,> 60,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.470 --</p>,F,40 to 60,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.479 --</p>,F,40 to 60,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.481 --</p>,F,40 to 60,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.461 --</p>,F,40 to 60,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.465 --</p>,F,All Age,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.463 --</p>,F,All Age,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.464 --</p>,F,All Age,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.466 --</p>,F,All Age,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.712 --</p>,M,< 40,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.710 --</p>,M,< 40,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.713 --</p>,M,< 40,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.712 --</p>,M,< 40,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.626 --</p>,M,> 60,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.627 --</p>,M,> 60,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.627 --</p>,M,> 60,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.624 --</p>,M,> 60,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.646 --</p>,M,40 to 60,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.630 --</p>,M,40 to 60,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.618 --</p>,M,40 to 60,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.620 --</p>,M,40 to 60,All Years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.613 --</p>,M,All Age,Within 2 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.614 --</p>,M,All Age,Within 5 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.612 --</p>,M,All Age,Within 10 years,0,D-->AS,Not Significant,--,a
D,AS,1,#CA0020,<p><b>D-->AS</b></p><p>P value: 0.611 --</p>,M,All Age,All Years,0,D-->AS,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.587 --</p>,All Sex,< 40,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.555 --</p>,All Sex,< 40,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.558 --</p>,All Sex,< 40,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.525 --</p>,All Sex,< 40,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.342 --</p>,All Sex,> 60,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.302 --</p>,All Sex,> 60,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.299 --</p>,All Sex,> 60,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.302 --</p>,All Sex,> 60,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.357 --</p>,All Sex,40 to 60,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.331 --</p>,All Sex,40 to 60,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.334 --</p>,All Sex,40 to 60,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.326 --</p>,All Sex,40 to 60,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.321 --</p>,All Sex,All Age,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.284 --</p>,All Sex,All Age,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.284 --</p>,All Sex,All Age,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.284 --</p>,All Sex,All Age,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.596 --</p>,F,< 40,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.610 --</p>,F,< 40,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.612 --</p>,F,< 40,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.622 --</p>,F,< 40,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.344 --</p>,F,> 60,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.277 --</p>,F,> 60,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.274 --</p>,F,> 60,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.267 --</p>,F,> 60,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.263 --</p>,F,40 to 60,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.237 --</p>,F,40 to 60,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.244 --</p>,F,40 to 60,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.214 --</p>,F,40 to 60,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.286 --</p>,F,All Age,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.234 --</p>,F,All Age,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.236 --</p>,F,All Age,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.226 --</p>,F,All Age,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.676 --</p>,M,< 40,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.599 --</p>,M,< 40,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.602 --</p>,M,< 40,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.517 --</p>,M,< 40,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.404 --</p>,M,> 60,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.388 --</p>,M,> 60,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.383 --</p>,M,> 60,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.393 --</p>,M,> 60,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.533 --</p>,M,40 to 60,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.508 --</p>,M,40 to 60,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.500 --</p>,M,40 to 60,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.501 --</p>,M,40 to 60,All Years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.400 --</p>,M,All Age,Within 2 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.380 --</p>,M,All Age,Within 5 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.376 --</p>,M,All Age,Within 10 years,0,D-->BP,Not Significant,--,a
D,BP,1,#CA0020,<p><b>D-->BP</b></p><p>P value: 0.381 --</p>,M,All Age,All Years,0,D-->BP,Not Significant,--,a
