cd_from,cd_to,cd_from_to,is_chronic_path,gender,age_group,data_use,instance
NeuroOther,WeightLoss,NeuroOther-->WeightLoss,0,F,Within 2 years,Develop Years,63
NeuroOther,WeightLoss,NeuroOther-->WeightLoss,0,F,Within 5 years,Develop Years,63
NeuroOther,WeightLoss,NeuroOther-->WeightLoss,0,F,Within 10 years,Develop Years,64
NeuroOther,WeightLoss,NeuroOther-->WeightLoss,0,M,Within 2 years,Develop Years,66
NeuroOther,WeightLoss,NeuroOther-->WeightLoss,0,M,Within 5 years,Develop Years,69
NeuroOther,WeightLoss,NeuroOther-->WeightLoss,0,M,Within 10 years,Develop Years,69
Obesity,Alcohol,Obesity-->Alcohol,0,All Sex,Within 2 years,Develop Years,43
Obesity,Alcohol,Obesity-->Alcohol,0,All Sex,Within 5 years,Develop Years,53
Obesity,Alcohol,Obesity-->Alcohol,0,All Sex,Within 10 years,Develop Years,55
Obesity,Alcohol,Obesity-->Alcohol,0,F,Within 2 years,Develop Years,35
Obesity,Alcohol,Obesity-->Alcohol,0,F,Within 5 years,Develop Years,42
Obesity,Alcohol,Obesity-->Alcohol,0,F,Within 10 years,Develop Years,42
Obesity,Alcohol,Obesity-->Alcohol,0,M,Within 2 years,Develop Years,8
Obesity,Alcohol,Obesity-->Alcohol,0,M,Within 5 years,Develop Years,11
Obesity,Alcohol,Obesity-->Alcohol,0,M,Within 10 years,Develop Years,13
Obesity,Anemia,Obesity-->Anemia,0,All Sex,Within 2 years,Develop Years,27
Obesity,Anemia,Obesity-->Anemia,0,All Sex,Within 5 years,Develop Years,41
Obesity,Anemia,Obesity-->Anemia,0,All Sex,Within 10 years,Develop Years,44
Obesity,Anemia,Obesity-->Anemia,0,F,Within 2 years,Develop Years,18
Obesity,Anemia,Obesity-->Anemia,0,F,Within 5 years,Develop Years,26
Obesity,Anemia,Obesity-->Anemia,0,F,Within 10 years,Develop Years,29
Obesity,Anemia,Obesity-->Anemia,0,M,Within 2 years,Develop Years,9
Obesity,Anemia,Obesity-->Anemia,0,M,Within 5 years,Develop Years,15
Obesity,Anemia,Obesity-->Anemia,0,M,Within 10 years,Develop Years,15
Obesity,AR,Obesity-->AR,0,All Sex,Within 2 years,Develop Years,12
Obesity,AR,Obesity-->AR,0,All Sex,Within 5 years,Develop Years,13
Obesity,AR,Obesity-->AR,0,All Sex,Within 10 years,Develop Years,15
Obesity,AR,Obesity-->AR,0,F,Within 2 years,Develop Years,10
Obesity,AR,Obesity-->AR,0,F,Within 5 years,Develop Years,11
Obesity,AR,Obesity-->AR,0,F,Within 10 years,Develop Years,13
Obesity,AR,Obesity-->AR,0,M,Within 2 years,Develop Years,2
Obesity,AR,Obesity-->AR,0,M,Within 5 years,Develop Years,2
Obesity,AR,Obesity-->AR,0,M,Within 10 years,Develop Years,2
Obesity,AS,Obesity-->AS,0,All Sex,Within 2 years,Develop Years,197
Obesity,AS,Obesity-->AS,0,All Sex,Within 5 years,Develop Years,198
Obesity,AS,Obesity-->AS,0,All Sex,Within 10 years,Develop Years,198
Obesity,AS,Obesity-->AS,0,F,Within 2 years,Develop Years,183
Obesity,AS,Obesity-->AS,0,F,Within 5 years,Develop Years,184
Obesity,AS,Obesity-->AS,0,F,Within 10 years,Develop Years,184
Obesity,AS,Obesity-->AS,0,M,Within 2 years,Develop Years,14
Obesity,AS,Obesity-->AS,0,M,Within 5 years,Develop Years,14
Obesity,AS,Obesity-->AS,0,M,Within 10 years,Develop Years,14
Obesity,BloodLoss,Obesity-->BloodLoss,0,All Sex,Within 2 years,Develop Years,8
Obesity,BloodLoss,Obesity-->BloodLoss,0,All Sex,Within 5 years,Develop Years,9
Obesity,BloodLoss,Obesity-->BloodLoss,0,All Sex,Within 10 years,Develop Years,10
Obesity,BloodLoss,Obesity-->BloodLoss,0,F,Within 2 years,Develop Years,6
Obesity,BloodLoss,Obesity-->BloodLoss,0,F,Within 5 years,Develop Years,7
Obesity,BloodLoss,Obesity-->BloodLoss,0,F,Within 10 years,Develop Years,8
Obesity,BloodLoss,Obesity-->BloodLoss,0,M,Within 2 years,Develop Years,2
Obesity,BloodLoss,Obesity-->BloodLoss,0,M,Within 5 years,Develop Years,2
Obesity,BloodLoss,Obesity-->BloodLoss,0,M,Within 10 years,Develop Years,2
Obesity,BP,Obesity-->BP,0,All Sex,Within 2 years,Develop Years,104
Obesity,BP,Obesity-->BP,0,All Sex,Within 5 years,Develop Years,108
Obesity,BP,Obesity-->BP,0,All Sex,Within 10 years,Develop Years,111
Obesity,BP,Obesity-->BP,0,F,Within 2 years,Develop Years,73
Obesity,BP,Obesity-->BP,0,F,Within 5 years,Develop Years,77
Obesity,BP,Obesity-->BP,0,F,Within 10 years,Develop Years,78
Obesity,BP,Obesity-->BP,0,M,Within 2 years,Develop Years,31
Obesity,BP,Obesity-->BP,0,M,Within 5 years,Develop Years,31
Obesity,BP,Obesity-->BP,0,M,Within 10 years,Develop Years,33
Obesity,C,Obesity-->C,0,All Sex,Within 2 years,Develop Years,62
Obesity,C,Obesity-->C,0,All Sex,Within 5 years,Develop Years,74
Obesity,C,Obesity-->C,0,All Sex,Within 10 years,Develop Years,88
Obesity,C,Obesity-->C,0,F,Within 2 years,Develop Years,25
Obesity,C,Obesity-->C,0,F,Within 5 years,Develop Years,30
Obesity,C,Obesity-->C,0,F,Within 10 years,Develop Years,34
Obesity,C,Obesity-->C,0,M,Within 2 years,Develop Years,37
Obesity,C,Obesity-->C,0,M,Within 5 years,Develop Years,44
Obesity,C,Obesity-->C,0,M,Within 10 years,Develop Years,54
Obesity,CKD,Obesity-->CKD,0,All Sex,Within 2 years,Develop Years,67
Obesity,CKD,Obesity-->CKD,0,All Sex,Within 5 years,Develop Years,68
Obesity,CKD,Obesity-->CKD,0,All Sex,Within 10 years,Develop Years,86
Obesity,CKD,Obesity-->CKD,0,F,Within 2 years,Develop Years,46
Obesity,CKD,Obesity-->CKD,0,F,Within 5 years,Develop Years,46
Obesity,CKD,Obesity-->CKD,0,F,Within 10 years,Develop Years,48
Obesity,CKD,Obesity-->CKD,0,M,Within 2 years,Develop Years,21
Obesity,CKD,Obesity-->CKD,0,M,Within 5 years,Develop Years,22
Obesity,CKD,Obesity-->CKD,0,M,Within 10 years,Develop Years,38
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,All Sex,Within 2 years,Develop Years,35
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,All Sex,Within 5 years,Develop Years,40
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,All Sex,Within 10 years,Develop Years,40
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,F,Within 2 years,Develop Years,19
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,F,Within 5 years,Develop Years,24
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,F,Within 10 years,Develop Years,24
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,M,Within 2 years,Develop Years,16
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,M,Within 5 years,Develop Years,16
Obesity,Coagulopathy,Obesity-->Coagulopathy,0,M,Within 10 years,Develop Years,16
Obesity,COPD,Obesity-->COPD,0,All Sex,Within 2 years,Develop Years,71
Obesity,COPD,Obesity-->COPD,0,All Sex,Within 5 years,Develop Years,73
Obesity,COPD,Obesity-->COPD,0,All Sex,Within 10 years,Develop Years,73
Obesity,COPD,Obesity-->COPD,0,F,Within 2 years,Develop Years,3
Obesity,COPD,Obesity-->COPD,0,F,Within 5 years,Develop Years,4
Obesity,COPD,Obesity-->COPD,0,F,Within 10 years,Develop Years,4
Obesity,COPD,Obesity-->COPD,0,M,Within 2 years,Develop Years,68
Obesity,COPD,Obesity-->COPD,0,M,Within 5 years,Develop Years,69
Obesity,COPD,Obesity-->COPD,0,M,Within 10 years,Develop Years,69
Obesity,CVD,Obesity-->CVD,0,All Sex,Within 2 years,Develop Years,488
Obesity,CVD,Obesity-->CVD,0,All Sex,Within 5 years,Develop Years,505
Obesity,CVD,Obesity-->CVD,0,All Sex,Within 10 years,Develop Years,517
Obesity,CVD,Obesity-->CVD,0,F,Within 2 years,Develop Years,231
Obesity,CVD,Obesity-->CVD,0,F,Within 5 years,Develop Years,240
Obesity,CVD,Obesity-->CVD,0,F,Within 10 years,Develop Years,247
Obesity,CVD,Obesity-->CVD,0,M,Within 2 years,Develop Years,257
Obesity,CVD,Obesity-->CVD,0,M,Within 5 years,Develop Years,265
Obesity,CVD,Obesity-->CVD,0,M,Within 10 years,Develop Years,270
Obesity,D,Obesity-->D,0,All Sex,Within 2 years,Develop Years,269
Obesity,D,Obesity-->D,0,All Sex,Within 5 years,Develop Years,278
Obesity,D,Obesity-->D,0,All Sex,Within 10 years,Develop Years,295
Obesity,D,Obesity-->D,0,F,Within 2 years,Develop Years,155
Obesity,D,Obesity-->D,0,F,Within 5 years,Develop Years,163
Obesity,D,Obesity-->D,0,F,Within 10 years,Develop Years,173
Obesity,D,Obesity-->D,0,M,Within 2 years,Develop Years,114
Obesity,D,Obesity-->D,0,M,Within 5 years,Develop Years,115
Obesity,D,Obesity-->D,0,M,Within 10 years,Develop Years,122
Obesity,Drugs,Obesity-->Drugs,0,All Sex,Within 2 years,Develop Years,22
Obesity,Drugs,Obesity-->Drugs,0,All Sex,Within 5 years,Develop Years,28
Obesity,Drugs,Obesity-->Drugs,0,All Sex,Within 10 years,Develop Years,32
Obesity,Drugs,Obesity-->Drugs,0,F,Within 2 years,Develop Years,22
Obesity,Drugs,Obesity-->Drugs,0,F,Within 5 years,Develop Years,27
Obesity,Drugs,Obesity-->Drugs,0,F,Within 10 years,Develop Years,29
Obesity,Drugs,Obesity-->Drugs,0,M,Within 5 years,Develop Years,1
Obesity,Drugs,Obesity-->Drugs,0,M,Within 10 years,Develop Years,3
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,All Sex,Within 2 years,Develop Years,113
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,All Sex,Within 5 years,Develop Years,124
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,All Sex,Within 10 years,Develop Years,132
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,F,Within 2 years,Develop Years,92
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,F,Within 5 years,Develop Years,102
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,F,Within 10 years,Develop Years,110
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,M,Within 2 years,Develop Years,21
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,M,Within 5 years,Develop Years,22
Obesity,FluidsLytes,Obesity-->FluidsLytes,0,M,Within 10 years,Develop Years,22
Obesity,G,Obesity-->G,0,All Sex,Within 2 years,Develop Years,21
Obesity,G,Obesity-->G,0,All Sex,Within 5 years,Develop Years,21
Obesity,G,Obesity-->G,0,All Sex,Within 10 years,Develop Years,24
Obesity,G,Obesity-->G,0,M,Within 2 years,Develop Years,21
Obesity,G,Obesity-->G,0,M,Within 5 years,Develop Years,21
Obesity,G,Obesity-->G,0,M,Within 10 years,Develop Years,24
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,All Sex,Within 2 years,Develop Years,14
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,All Sex,Within 5 years,Develop Years,14
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,All Sex,Within 10 years,Develop Years,14
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,F,Within 2 years,Develop Years,11
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,F,Within 5 years,Develop Years,11
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,F,Within 10 years,Develop Years,11
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,M,Within 2 years,Develop Years,3
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,M,Within 5 years,Develop Years,3
Obesity,Hypothyroid,Obesity-->Hypothyroid,0,M,Within 10 years,Develop Years,3
Obesity,Liver,Obesity-->Liver,0,All Sex,Within 2 years,Develop Years,80
Obesity,Liver,Obesity-->Liver,0,All Sex,Within 5 years,Develop Years,87
Obesity,Liver,Obesity-->Liver,0,All Sex,Within 10 years,Develop Years,87
Obesity,Liver,Obesity-->Liver,0,F,Within 2 years,Develop Years,59
Obesity,Liver,Obesity-->Liver,0,F,Within 5 years,Develop Years,66
Obesity,Liver,Obesity-->Liver,0,F,Within 10 years,Develop Years,66
Obesity,Liver,Obesity-->Liver,0,M,Within 2 years,Develop Years,21
Obesity,Liver,Obesity-->Liver,0,M,Within 5 years,Develop Years,21
Obesity,Liver,Obesity-->Liver,0,M,Within 10 years,Develop Years,21
Obesity,MHC,Obesity-->MHC,0,All Sex,Within 2 years,Develop Years,205
Obesity,MHC,Obesity-->MHC,0,All Sex,Within 5 years,Develop Years,218
Obesity,MHC,Obesity-->MHC,0,All Sex,Within 10 years,Develop Years,219
Obesity,MHC,Obesity-->MHC,0,F,Within 2 years,Develop Years,200
Obesity,MHC,Obesity-->MHC,0,F,Within 5 years,Develop Years,212
Obesity,MHC,Obesity-->MHC,0,F,Within 10 years,Develop Years,213
Obesity,MHC,Obesity-->MHC,0,M,Within 2 years,Develop Years,5
Obesity,MHC,Obesity-->MHC,0,M,Within 5 years,Develop Years,6
Obesity,MHC,Obesity-->MHC,0,M,Within 10 years,Develop Years,6
Obesity,NeuroOther,Obesity-->NeuroOther,0,All Sex,Within 2 years,Develop Years,61
Obesity,NeuroOther,Obesity-->NeuroOther,0,All Sex,Within 5 years,Develop Years,61
Obesity,NeuroOther,Obesity-->NeuroOther,0,All Sex,Within 10 years,Develop Years,62
Obesity,NeuroOther,Obesity-->NeuroOther,0,F,Within 2 years,Develop Years,5
Obesity,NeuroOther,Obesity-->NeuroOther,0,F,Within 5 years,Develop Years,5
Obesity,NeuroOther,Obesity-->NeuroOther,0,F,Within 10 years,Develop Years,5
Obesity,NeuroOther,Obesity-->NeuroOther,0,M,Within 2 years,Develop Years,56
Obesity,NeuroOther,Obesity-->NeuroOther,0,M,Within 5 years,Develop Years,56
Obesity,NeuroOther,Obesity-->NeuroOther,0,M,Within 10 years,Develop Years,57
Obesity,Osteo,Obesity-->Osteo,0,All Sex,Within 2 years,Develop Years,166
Obesity,Osteo,Obesity-->Osteo,0,All Sex,Within 5 years,Develop Years,167
Obesity,Osteo,Obesity-->Osteo,0,All Sex,Within 10 years,Develop Years,167
Obesity,Osteo,Obesity-->Osteo,0,F,Within 2 years,Develop Years,149
Obesity,Osteo,Obesity-->Osteo,0,F,Within 5 years,Develop Years,150
Obesity,Osteo,Obesity-->Osteo,0,F,Within 10 years,Develop Years,150
Obesity,Osteo,Obesity-->Osteo,0,M,Within 2 years,Develop Years,17
Obesity,Osteo,Obesity-->Osteo,0,M,Within 5 years,Develop Years,17
Obesity,Osteo,Obesity-->Osteo,0,M,Within 10 years,Develop Years,17
Obesity,Paralysis,Obesity-->Paralysis,0,All Sex,Within 2 years,Develop Years,18
Obesity,Paralysis,Obesity-->Paralysis,0,All Sex,Within 5 years,Develop Years,18
Obesity,Paralysis,Obesity-->Paralysis,0,All Sex,Within 10 years,Develop Years,18
Obesity,Paralysis,Obesity-->Paralysis,0,F,Within 2 years,Develop Years,14
Obesity,Paralysis,Obesity-->Paralysis,0,F,Within 5 years,Develop Years,14
Obesity,Paralysis,Obesity-->Paralysis,0,F,Within 10 years,Develop Years,14
Obesity,Paralysis,Obesity-->Paralysis,0,M,Within 2 years,Develop Years,4
Obesity,Paralysis,Obesity-->Paralysis,0,M,Within 5 years,Develop Years,4
Obesity,Paralysis,Obesity-->Paralysis,0,M,Within 10 years,Develop Years,4
Obesity,PUD,Obesity-->PUD,0,All Sex,Within 2 years,Develop Years,3
Obesity,PUD,Obesity-->PUD,0,All Sex,Within 5 years,Develop Years,3
Obesity,PUD,Obesity-->PUD,0,All Sex,Within 10 years,Develop Years,3
Obesity,PUD,Obesity-->PUD,0,F,Within 2 years,Develop Years,2
Obesity,PUD,Obesity-->PUD,0,F,Within 5 years,Develop Years,2
Obesity,PUD,Obesity-->PUD,0,F,Within 10 years,Develop Years,2
Obesity,PUD,Obesity-->PUD,0,M,Within 2 years,Develop Years,1
Obesity,PUD,Obesity-->PUD,0,M,Within 5 years,Develop Years,1
Obesity,PUD,Obesity-->PUD,0,M,Within 10 years,Develop Years,1
Obesity,WeightLoss,Obesity-->WeightLoss,0,All Sex,Within 2 years,Develop Years,24
Obesity,WeightLoss,Obesity-->WeightLoss,0,All Sex,Within 5 years,Develop Years,27
Obesity,WeightLoss,Obesity-->WeightLoss,0,All Sex,Within 10 years,Develop Years,29
Obesity,WeightLoss,Obesity-->WeightLoss,0,F,Within 2 years,Develop Years,21
Obesity,WeightLoss,Obesity-->WeightLoss,0,F,Within 5 years,Develop Years,24
Obesity,WeightLoss,Obesity-->WeightLoss,0,F,Within 10 years,Develop Years,26
Obesity,WeightLoss,Obesity-->WeightLoss,0,M,Within 2 years,Develop Years,3
Obesity,WeightLoss,Obesity-->WeightLoss,0,M,Within 5 years,Develop Years,3
Obesity,WeightLoss,Obesity-->WeightLoss,0,M,Within 10 years,Develop Years,3
Osteo,Alcohol,Osteo-->Alcohol,0,All Sex,Within 2 years,Develop Years,15
Osteo,Alcohol,Osteo-->Alcohol,0,All Sex,Within 5 years,Develop Years,15
Osteo,Alcohol,Osteo-->Alcohol,0,All Sex,Within 10 years,Develop Years,15
Osteo,Alcohol,Osteo-->Alcohol,0,F,Within 2 years,Develop Years,9
Osteo,Alcohol,Osteo-->Alcohol,0,F,Within 5 years,Develop Years,9
Osteo,Alcohol,Osteo-->Alcohol,0,F,Within 10 years,Develop Years,9
Osteo,Alcohol,Osteo-->Alcohol,0,M,Within 2 years,Develop Years,6
Osteo,Alcohol,Osteo-->Alcohol,0,M,Within 5 years,Develop Years,6
Osteo,Alcohol,Osteo-->Alcohol,0,M,Within 10 years,Develop Years,6
Osteo,Anemia,Osteo-->Anemia,0,All Sex,Within 2 years,Develop Years,28
Osteo,Anemia,Osteo-->Anemia,0,All Sex,Within 5 years,Develop Years,28
Osteo,Anemia,Osteo-->Anemia,0,All Sex,Within 10 years,Develop Years,30
Osteo,Anemia,Osteo-->Anemia,0,F,Within 2 years,Develop Years,12
Osteo,Anemia,Osteo-->Anemia,0,F,Within 5 years,Develop Years,12
Osteo,Anemia,Osteo-->Anemia,0,F,Within 10 years,Develop Years,14
Osteo,Anemia,Osteo-->Anemia,0,M,Within 2 years,Develop Years,16
Osteo,Anemia,Osteo-->Anemia,0,M,Within 5 years,Develop Years,16
Osteo,Anemia,Osteo-->Anemia,0,M,Within 10 years,Develop Years,16
Osteo,AR,Osteo-->AR,1,All Sex,Within 2 years,Develop Years,47
Osteo,AR,Osteo-->AR,1,All Sex,Within 5 years,Develop Years,50
Osteo,AR,Osteo-->AR,1,All Sex,Within 10 years,Develop Years,52
Osteo,AR,Osteo-->AR,1,F,Within 2 years,Develop Years,44
Osteo,AR,Osteo-->AR,1,F,Within 5 years,Develop Years,45
Osteo,AR,Osteo-->AR,1,F,Within 10 years,Develop Years,47
Osteo,AR,Osteo-->AR,1,M,Within 2 years,Develop Years,3
Osteo,AR,Osteo-->AR,1,M,Within 5 years,Develop Years,5
Osteo,AR,Osteo-->AR,1,M,Within 10 years,Develop Years,5
Osteo,AS,Osteo-->AS,1,All Sex,Within 2 years,Develop Years,186
Osteo,AS,Osteo-->AS,1,All Sex,Within 5 years,Develop Years,187
Osteo,AS,Osteo-->AS,1,All Sex,Within 10 years,Develop Years,187
Osteo,AS,Osteo-->AS,1,F,Within 2 years,Develop Years,181
Osteo,AS,Osteo-->AS,1,F,Within 5 years,Develop Years,182
Osteo,AS,Osteo-->AS,1,F,Within 10 years,Develop Years,182
Osteo,AS,Osteo-->AS,1,M,Within 2 years,Develop Years,5
Osteo,AS,Osteo-->AS,1,M,Within 5 years,Develop Years,5
Osteo,AS,Osteo-->AS,1,M,Within 10 years,Develop Years,5
Osteo,BloodLoss,Osteo-->BloodLoss,0,All Sex,Within 2 years,Develop Years,6
Osteo,BloodLoss,Osteo-->BloodLoss,0,All Sex,Within 5 years,Develop Years,6
Osteo,BloodLoss,Osteo-->BloodLoss,0,All Sex,Within 10 years,Develop Years,6
Osteo,BloodLoss,Osteo-->BloodLoss,0,F,Within 2 years,Develop Years,5
Osteo,BloodLoss,Osteo-->BloodLoss,0,F,Within 5 years,Develop Years,5
Osteo,BloodLoss,Osteo-->BloodLoss,0,F,Within 10 years,Develop Years,5
Osteo,BloodLoss,Osteo-->BloodLoss,0,M,Within 2 years,Develop Years,1
Osteo,BloodLoss,Osteo-->BloodLoss,0,M,Within 5 years,Develop Years,1
Osteo,BloodLoss,Osteo-->BloodLoss,0,M,Within 10 years,Develop Years,1
Osteo,BP,Osteo-->BP,1,All Sex,Within 2 years,Develop Years,86
Osteo,BP,Osteo-->BP,1,All Sex,Within 5 years,Develop Years,92
Osteo,BP,Osteo-->BP,1,All Sex,Within 10 years,Develop Years,95
Osteo,BP,Osteo-->BP,1,F,Within 2 years,Develop Years,60
Osteo,BP,Osteo-->BP,1,F,Within 5 years,Develop Years,64
Osteo,BP,Osteo-->BP,1,F,Within 10 years,Develop Years,65
Osteo,BP,Osteo-->BP,1,M,Within 2 years,Develop Years,26
Osteo,BP,Osteo-->BP,1,M,Within 5 years,Develop Years,28
Osteo,BP,Osteo-->BP,1,M,Within 10 years,Develop Years,30
Osteo,C,Osteo-->C,1,All Sex,Within 2 years,Develop Years,385
Osteo,C,Osteo-->C,1,All Sex,Within 5 years,Develop Years,401
Osteo,C,Osteo-->C,1,All Sex,Within 10 years,Develop Years,430
Osteo,C,Osteo-->C,1,F,Within 2 years,Develop Years,151
Osteo,C,Osteo-->C,1,F,Within 5 years,Develop Years,165
Osteo,C,Osteo-->C,1,F,Within 10 years,Develop Years,173
Osteo,C,Osteo-->C,1,M,Within 2 years,Develop Years,234
Osteo,C,Osteo-->C,1,M,Within 5 years,Develop Years,236
Osteo,C,Osteo-->C,1,M,Within 10 years,Develop Years,257
Osteo,CKD,Osteo-->CKD,1,All Sex,Within 2 years,Develop Years,58
Osteo,CKD,Osteo-->CKD,1,All Sex,Within 5 years,Develop Years,59
Osteo,CKD,Osteo-->CKD,1,All Sex,Within 10 years,Develop Years,74
Osteo,CKD,Osteo-->CKD,1,F,Within 2 years,Develop Years,48
Osteo,CKD,Osteo-->CKD,1,F,Within 5 years,Develop Years,49
Osteo,CKD,Osteo-->CKD,1,F,Within 10 years,Develop Years,51
Osteo,CKD,Osteo-->CKD,1,M,Within 2 years,Develop Years,10
Osteo,CKD,Osteo-->CKD,1,M,Within 5 years,Develop Years,10
Osteo,CKD,Osteo-->CKD,1,M,Within 10 years,Develop Years,23
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,All Sex,Within 2 years,Develop Years,8
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,All Sex,Within 5 years,Develop Years,9
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,All Sex,Within 10 years,Develop Years,11
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,F,Within 2 years,Develop Years,2
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,F,Within 5 years,Develop Years,3
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,F,Within 10 years,Develop Years,5
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,M,Within 2 years,Develop Years,6
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,M,Within 5 years,Develop Years,6
Osteo,Coagulopathy,Osteo-->Coagulopathy,0,M,Within 10 years,Develop Years,6
Osteo,COPD,Osteo-->COPD,1,All Sex,Within 2 years,Develop Years,35
Osteo,COPD,Osteo-->COPD,1,All Sex,Within 5 years,Develop Years,50
Osteo,COPD,Osteo-->COPD,1,All Sex,Within 10 years,Develop Years,53
Osteo,COPD,Osteo-->COPD,1,F,Within 2 years,Develop Years,22
Osteo,COPD,Osteo-->COPD,1,F,Within 5 years,Develop Years,31
Osteo,COPD,Osteo-->COPD,1,F,Within 10 years,Develop Years,34
Osteo,COPD,Osteo-->COPD,1,M,Within 2 years,Develop Years,13
Osteo,COPD,Osteo-->COPD,1,M,Within 5 years,Develop Years,19
Osteo,COPD,Osteo-->COPD,1,M,Within 10 years,Develop Years,19
Osteo,CVD,Osteo-->CVD,1,All Sex,Within 2 years,Develop Years,218
Osteo,CVD,Osteo-->CVD,1,All Sex,Within 5 years,Develop Years,247
Osteo,CVD,Osteo-->CVD,1,All Sex,Within 10 years,Develop Years,268
Osteo,CVD,Osteo-->CVD,1,F,Within 2 years,Develop Years,138
Osteo,CVD,Osteo-->CVD,1,F,Within 5 years,Develop Years,150
Osteo,CVD,Osteo-->CVD,1,F,Within 10 years,Develop Years,156
Osteo,CVD,Osteo-->CVD,1,M,Within 2 years,Develop Years,80
Osteo,CVD,Osteo-->CVD,1,M,Within 5 years,Develop Years,97
Osteo,CVD,Osteo-->CVD,1,M,Within 10 years,Develop Years,112
Osteo,D,Osteo-->D,1,All Sex,Within 2 years,Develop Years,51
Osteo,D,Osteo-->D,1,All Sex,Within 5 years,Develop Years,58
Osteo,D,Osteo-->D,1,All Sex,Within 10 years,Develop Years,71
Osteo,D,Osteo-->D,1,F,Within 2 years,Develop Years,21
Osteo,D,Osteo-->D,1,F,Within 5 years,Develop Years,25
Osteo,D,Osteo-->D,1,F,Within 10 years,Develop Years,31
Osteo,D,Osteo-->D,1,M,Within 2 years,Develop Years,30
Osteo,D,Osteo-->D,1,M,Within 5 years,Develop Years,33
Osteo,D,Osteo-->D,1,M,Within 10 years,Develop Years,40
Osteo,Drugs,Osteo-->Drugs,0,All Sex,Within 2 years,Develop Years,4
Osteo,Drugs,Osteo-->Drugs,0,All Sex,Within 5 years,Develop Years,4
Osteo,Drugs,Osteo-->Drugs,0,All Sex,Within 10 years,Develop Years,4
Osteo,Drugs,Osteo-->Drugs,0,F,Within 2 years,Develop Years,4
Osteo,Drugs,Osteo-->Drugs,0,F,Within 5 years,Develop Years,4
Osteo,Drugs,Osteo-->Drugs,0,F,Within 10 years,Develop Years,4
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,All Sex,Within 2 years,Develop Years,153
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,All Sex,Within 5 years,Develop Years,160
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,All Sex,Within 10 years,Develop Years,166
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,F,Within 2 years,Develop Years,122
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,F,Within 5 years,Develop Years,128
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,F,Within 10 years,Develop Years,132
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,M,Within 2 years,Develop Years,31
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,M,Within 5 years,Develop Years,32
Osteo,FluidsLytes,Osteo-->FluidsLytes,0,M,Within 10 years,Develop Years,34
Osteo,G,Osteo-->G,1,All Sex,Within 10 years,Develop Years,2
Osteo,G,Osteo-->G,1,F,Within 10 years,Develop Years,2
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,All Sex,Within 2 years,Develop Years,9
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,All Sex,Within 5 years,Develop Years,9
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,All Sex,Within 10 years,Develop Years,9
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,F,Within 2 years,Develop Years,2
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,F,Within 5 years,Develop Years,2
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,F,Within 10 years,Develop Years,2
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,M,Within 2 years,Develop Years,7
Osteo,Hypothyroid,Osteo-->Hypothyroid,0,M,Within 5 years,Develop Years,7
